Rk,Team,Date,FG,TRB,AST,,Opp,Result,MP,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,MP,ORB,DRB,TRB,ORB,DRB,TRB
12,UTA,2005-11-21,36,53,28,,MIL,W 100-80,240,28,7,5,14,24,14,8,5,13,28,240,36,88,0.409,29,74,0.392,7,14,0.5,21,27,0.778,100,28,69,0.406,24,59,0.407,4,10,0.4,20,34,0.588,80,240,20,33,53,7,28,35
13,UTA,2005-11-22,32,38,20,@,SEA,W 93-87,240,20,4,4,11,25,14,5,2,11,25,240,32,68,0.471,27,57,0.474,5,11,0.455,24,30,0.8,93,29,76,0.382,23,55,0.418,6,21,0.286,23,30,0.767,87,240,8,30,38,12,24,36
14,UTA,2005-11-25,35,52,23,,GSW,L 90-94,240,23,5,2,17,29,17,6,3,12,23,240,35,77,0.455,33,62,0.532,2,15,0.133,18,22,0.818,90,31,79,0.392,22,51,0.431,9,28,0.321,23,38,0.605,94,240,11,41,52,11,30,41
15,UTA,2005-11-29,23,38,15,,IND,L 60-84,240,15,4,9,20,20,14,10,10,17,19,240,23,69,0.333,20,61,0.328,3,8,0.375,11,19,0.579,60,30,74,0.405,21,56,0.375,9,18,0.5,15,22,0.682,84,240,8,30,38,11,37,48
16,UTA,2005-12-01,27,47,11,,LAL,L 101-105 (OT),265,11,4,4,14,38,18,5,4,13,39,265,27,75,0.36,22,59,0.373,5,16,0.313,42,53,0.792,101,34,80,0.425,26,63,0.413,8,17,0.471,29,41,0.707,105,265,17,30,47,16,29,45
17,UTA,2005-12-04,35,30,22,@,POR,W 98-93,240,22,6,3,14,26,16,8,3,13,26,240,35,66,0.53,31,56,0.554,4,10,0.4,24,29,0.828,98,32,75,0.427,26,59,0.441,6,16,0.375,23,33,0.697,93,240,4,26,30,18,22,40
18,UTA,2005-12-05,29,39,18,,MIN,L 77-91,240,18,3,5,12,18,15,6,8,11,26,240,29,77,0.377,28,67,0.418,1,10,0.1,18,24,0.75,77,34,76,0.447,28,62,0.452,6,14,0.429,17,19,0.895,91,240,10,29,39,8,32,40
19,UTA,2005-12-07,38,37,29,,ATL,W 95-83,240,29,7,7,18,31,9,6,2,21,28,240,38,73,0.521,36,65,0.554,2,8,0.25,17,22,0.773,95,29,62,0.468,24,54,0.444,5,8,0.625,20,31,0.645,83,240,13,24,37,9,20,29
20,UTA,2005-12-09,32,38,20,,SEA,L 90-106,240,20,8,7,17,20,26,13,5,15,27,240,32,73,0.438,29,58,0.5,3,15,0.2,23,35,0.657,90,40,84,0.476,30,60,0.5,10,24,0.417,16,21,0.762,106,240,14,24,38,17,29,46
21,UTA,2005-12-12,34,55,21,,DET,W 92-78,240,21,5,8,16,26,18,9,4,11,26,240,34,74,0.459,31,66,0.47,3,8,0.375,21,30,0.7,92,26,68,0.382,22,55,0.4,4,13,0.308,22,30,0.733,78,240,17,38,55,6,21,27
22,UTA,2005-12-14,29,53,18,,POR,W 82-77,240,18,5,13,9,26,10,7,11,10,30,240,29,85,0.341,26,73,0.356,3,12,0.25,21,31,0.677,82,24,64,0.375,21,56,0.375,3,8,0.375,26,33,0.788,77,240,26,27,53,9,27,36
23,UTA,2005-12-16,32,40,24,@,IND,L 83-93,240,24,10,3,14,29,20,5,10,18,25,240,32,75,0.427,32,66,0.485,0,9,0,19,30,0.633,83,28,68,0.412,19,46,0.413,9,22,0.409,28,33,0.848,93,240,13,27,40,10,27,37
24,UTA,2005-12-17,37,38,26,@,MIL,W 88-80,240,26,10,3,16,26,15,6,6,16,19,240,37,75,0.493,34,65,0.523,3,10,0.3,11,14,0.786,88,28,71,0.394,25,56,0.446,3,15,0.2,21,26,0.808,80,240,9,29,38,10,28,38
25,UTA,2005-12-20,35,30,26,@,CLE,L 85-110,240,26,4,1,20,28,20,12,8,16,23,240,35,75,0.467,35,67,0.522,0,8,0,15,19,0.789,85,36,63,0.571,30,52,0.577,6,11,0.545,32,44,0.727,110,240,9,21,30,8,25,33
26,UTA,2005-12-21,36,45,30,@,BOS,L 89-101,240,30,9,2,20,31,17,11,11,16,23,240,36,84,0.429,32,74,0.432,4,10,0.4,13,20,0.65,89,32,65,0.492,32,55,0.582,0,10,0,37,45,0.822,101,240,20,25,45,7,25,32
27,UTA,2005-12-23,30,40,20,@,NYK,L 90-98,240,20,7,3,20,34,14,14,5,15,33,240,30,65,0.462,29,56,0.518,1,9,0.111,29,42,0.69,90,31,67,0.463,27,55,0.491,4,12,0.333,32,45,0.711,98,240,14,26,40,12,15,27
28,UTA,2005-12-26,34,49,21,,MEM,W 105-102 (OT),265,21,9,11,15,31,14,8,5,17,30,265,34,80,0.425,30,68,0.441,4,12,0.333,33,40,0.825,105,29,67,0.433,23,50,0.46,6,17,0.353,38,42,0.905,102,265,20,29,49,5,24,29
29,UTA,2005-12-27,23,47,16,@,HOU,W 82-74,240,16,8,9,15,19,14,7,3,17,35,240,23,66,0.348,20,54,0.37,3,12,0.25,33,43,0.767,82,26,76,0.342,24,66,0.364,2,10,0.2,20,26,0.769,74,240,15,32,47,17,28,45
30,UTA,2005-12-31,37,43,25,,PHI,W 108-102,240,25,6,8,15,24,17,8,8,18,32,240,37,80,0.463,32,68,0.471,5,12,0.417,29,35,0.829,108,37,70,0.529,32,61,0.525,5,9,0.556,23,31,0.742,102,240,13,30,43,6,28,34
31,UTA,2006-01-01,34,36,27,@,LAL,W 98-94,240,27,6,6,9,24,21,6,7,10,21,240,34,72,0.472,28,60,0.467,6,12,0.5,24,26,0.923,98,38,76,0.5,35,64,0.547,3,12,0.25,15,25,0.6,94,240,7,29,36,10,30,40
32,UTA,2006-01-03,35,39,21,,LAL,W 90-80,240,21,10,10,18,21,15,9,6,17,23,240,35,71,0.493,31,59,0.525,4,12,0.333,16,22,0.727,90,29,71,0.408,23,52,0.442,6,19,0.316,16,20,0.8,80,240,12,27,39,9,19,28
33,UTA,2006-01-06,24,48,13,@,MEM,L 65-87,240,13,4,9,16,31,17,5,9,11,27,240,24,78,0.308,23,67,0.343,1,11,0.091,16,26,0.615,65,25,69,0.362,19,47,0.404,6,22,0.273,31,39,0.795,87,240,16,32,48,13,37,50
34,UTA,2006-01-07,34,56,22,@,DET,W 94-90 (OT),265,22,3,7,13,23,21,5,6,6,20,265,34,81,0.42,29,69,0.42,5,12,0.417,21,29,0.724,94,32,88,0.364,27,72,0.375,5,16,0.313,21,26,0.808,90,265,21,35,56,20,21,41
35,UTA,2006-01-09,37,43,28,@,WAS,W 97-89,240,28,7,3,17,23,20,9,5,19,21,240,37,76,0.487,33,66,0.5,4,10,0.4,19,24,0.792,97,33,72,0.458,30,64,0.469,3,8,0.375,20,27,0.741,89,240,10,33,43,8,26,34
36,UTA,2006-01-11,40,32,29,@,PHI,W 110-102,240,29,9,8,16,30,18,9,3,16,25,240,40,68,0.588,37,62,0.597,3,6,0.5,27,32,0.844,110,35,69,0.507,32,56,0.571,3,13,0.231,29,37,0.784,102,240,7,25,32,7,19,26
37,UTA,2006-01-14,34,36,25,,MIA,L 94-100,240,25,8,8,14,22,20,11,6,16,19,240,34,74,0.459,31,61,0.508,3,13,0.231,23,30,0.767,94,35,79,0.443,27,61,0.443,8,18,0.444,22,28,0.786,100,240,9,27,36,18,32,50
38,UTA,2006-01-16,34,47,23,@,LAC,L 93-102 (OT),265,23,14,9,17,29,19,11,10,20,29,265,34,90,0.378,30,78,0.385,4,12,0.333,21,32,0.656,93,32,77,0.416,30,72,0.417,2,5,0.4,36,41,0.878,102,265,19,28,47,11,34,45
39,UTA,2006-01-17,44,44,27,,TOR,W 111-98,240,27,9,5,12,30,13,5,4,15,21,240,44,80,0.55,43,71,0.606,1,9,0.111,22,26,0.846,111,31,68,0.456,26,52,0.5,5,16,0.313,31,38,0.816,98,240,15,29,44,10,22,32
40,UTA,2006-01-20,34,44,22,@,DEN,L 83-113,240,22,7,10,16,28,27,8,12,9,21,240,34,86,0.395,32,78,0.41,2,8,0.25,13,23,0.565,83,40,80,0.5,35,69,0.507,5,11,0.455,28,36,0.778,113,240,18,26,44,12,33,45
41,UTA,2006-01-21,36,35,19,,CLE,L 90-108,240,19,8,1,13,21,14,8,3,18,22,240,36,77,0.468,35,67,0.522,1,10,0.1,17,24,0.708,90,38,70,0.543,28,48,0.583,10,22,0.455,22,26,0.846,108,240,8,27,35,6,32,38
42,UTA,2006-01-23,31,50,21,,NJN,W 89-78,240,21,6,4,10,23,17,7,2,12,24,240,31,72,0.431,27,61,0.443,4,11,0.364,23,28,0.821,89,25,75,0.333,23,54,0.426,2,21,0.095,26,33,0.788,78,240,7,43,50,10,33,43
43,UTA,2006-01-25,35,37,22,,SEA,L 94-113,240,22,5,3,12,16,22,11,5,8,25,240,35,77,0.455,31,61,0.508,4,16,0.25,20,27,0.741,94,47,89,0.528,40,76,0.526,7,13,0.538,12,18,0.667,113,240,11,26,37,13,29,42
44,UTA,2006-01-28,27,33,15,@,DAL,L 89-103,240,15,6,4,16,27,17,9,7,15,26,240,27,69,0.391,22,54,0.407,5,15,0.333,30,38,0.789,89,36,65,0.554,29,52,0.558,7,13,0.538,24,32,0.75,103,240,16,17,33,10,23,33
45,UTA,2006-01-30,22,46,16,,SAS,L 70-79,240,16,8,3,16,19,15,8,4,15,26,240,22,68,0.324,20,59,0.339,2,9,0.222,24,34,0.706,70,28,68,0.412,21,48,0.438,7,20,0.35,16,22,0.727,79,240,15,31,46,9,32,41
46,UTA,2006-02-01,37,40,23,,DEN,W 103-90,240,23,3,8,14,21,21,9,1,5,22,240,37,67,0.552,31,53,0.585,6,14,0.429,23,28,0.821,103,36,75,0.48,31,65,0.477,5,10,0.5,13,18,0.722,90,240,8,32,40,4,19,23
47,UTA,2006-02-03,27,44,12,,SAC,W 89-79,240,12,11,6,18,26,11,12,4,18,26,240,27,68,0.397,25,60,0.417,2,8,0.25,33,41,0.805,89,25,73,0.342,21,59,0.356,4,14,0.286,25,35,0.714,79,240,14,30,44,18,25,43
48,UTA,2006-02-05,29,37,19,@,SAC,L 78-96,240,19,3,10,14,20,18,9,10,12,21,240,29,74,0.392,27,63,0.429,2,11,0.182,18,26,0.692,78,31,73,0.425,21,56,0.375,10,17,0.588,24,28,0.857,96,240,13,24,37,14,23,37
49,UTA,2006-02-06,34,51,20,,CHI,W 109-107 (OT),265,20,7,7,17,29,20,7,5,13,34,265,34,81,0.42,27,66,0.409,7,15,0.467,34,48,0.708,109,36,86,0.419,29,68,0.426,7,18,0.389,28,33,0.848,107,265,15,36,51,12,25,37
50,UTA,2006-02-10,33,46,18,@,MIN,W 94-80,240,18,11,6,7,17,19,6,7,18,30,240,33,87,0.379,32,81,0.395,1,6,0.167,27,35,0.771,94,31,83,0.373,29,74,0.392,2,9,0.222,16,17,0.941,80,240,18,28,46,14,32,46
51,UTA,2006-02-11,34,38,19,@,HOU,L 88-102,240,19,6,6,14,18,27,7,5,11,23,240,34,73,0.466,29,63,0.46,5,10,0.5,15,26,0.577,88,40,81,0.494,32,61,0.525,8,20,0.4,14,20,0.7,102,240,10,28,38,9,33,42
52,UTA,2006-02-13,28,44,18,@,LAL,L 88-94,240,18,3,6,22,31,22,10,6,16,28,240,28,69,0.406,26,60,0.433,2,9,0.222,30,37,0.811,88,31,77,0.403,23,56,0.411,8,21,0.381,24,37,0.649,94,240,13,31,44,15,28,43
53,UTA,2006-02-21,25,34,12,,BOS,L 83-103,240,12,9,4,11,23,18,7,4,16,30,240,25,74,0.338,24,67,0.358,1,7,0.143,32,42,0.762,83,36,62,0.581,28,50,0.56,8,12,0.667,23,31,0.742,103,240,11,23,34,2,35,37
54,UTA,2006-02-22,29,48,15,@,NOK,W 82-76,240,15,8,9,15,24,12,11,6,16,28,240,29,73,0.397,26,65,0.4,3,8,0.375,21,30,0.7,82,25,70,0.357,22,57,0.386,3,13,0.231,23,26,0.885,76,240,10,38,48,8,34,42
55,UTA,2006-02-25,37,34,22,,NOK,L 95-100,240,22,8,3,17,23,16,11,5,21,26,240,37,77,0.481,34,67,0.507,3,10,0.3,18,30,0.6,95,37,74,0.5,32,62,0.516,5,12,0.417,21,27,0.778,100,240,9,25,34,12,32,44
56,UTA,2006-02-27,41,57,33,@,GSW,W 117-108 (OT),265,33,6,1,20,42,20,6,9,16,31,265,41,87,0.471,32,74,0.432,9,13,0.692,26,42,0.619,117,39,88,0.443,34,66,0.515,5,22,0.227,25,41,0.61,108,265,19,38,57,15,26,41
57,UTA,2006-03-01,34,38,22,,CHA,L 89-104,240,22,5,1,15,23,23,10,3,9,28,240,34,70,0.486,31,62,0.5,3,8,0.375,18,30,0.6,89,36,69,0.522,29,53,0.547,7,16,0.438,25,31,0.806,104,240,7,31,38,3,28,31
58,UTA,2006-03-03,40,41,24,,LAC,W 105-103,240,24,9,5,6,27,15,3,7,14,24,240,40,84,0.476,33,72,0.458,7,12,0.583,18,29,0.621,105,35,72,0.486,26,55,0.473,9,17,0.529,24,30,0.8,103,240,12,29,41,8,32,40
59,UTA,2006-03-05,28,40,18,@,SEA,L 81-113,240,18,7,6,23,20,28,17,7,16,24,240,28,72,0.389,26,62,0.419,2,10,0.2,23,36,0.639,81,47,82,0.573,39,64,0.609,8,18,0.444,11,16,0.688,113,240,16,24,40,9,29,38
60,UTA,2006-03-06,28,39,22,,ORL,W 90-85,240,22,3,13,10,26,13,6,3,12,31,240,28,70,0.4,24,64,0.375,4,6,0.667,30,42,0.714,90,31,74,0.419,29,68,0.426,2,6,0.333,21,32,0.656,85,240,10,29,39,14,27,41
61,UTA,2006-03-08,35,37,25,,MIN,W 96-93,240,25,7,8,13,15,15,8,6,13,22,240,35,77,0.455,26,61,0.426,9,16,0.563,17,26,0.654,96,34,67,0.507,26,54,0.481,8,13,0.615,17,22,0.773,93,240,12,25,37,9,25,34
62,UTA,2006-03-11,32,39,15,,DAL,L 87-90,240,15,4,9,12,21,17,8,7,12,28,240,32,71,0.451,29,63,0.46,3,8,0.375,20,29,0.69,87,34,71,0.479,28,57,0.491,6,14,0.429,16,25,0.64,90,240,10,29,39,6,31,37
63,UTA,2006-03-14,38,29,28,@,MIA,L 83-121,240,28,9,2,8,32,20,8,9,17,19,240,38,94,0.404,37,85,0.435,1,9,0.111,6,13,0.462,83,36,63,0.571,29,45,0.644,7,18,0.389,42,48,0.875,121,240,12,17,29,8,42,50
64,UTA,2006-03-15,38,39,24,@,ORL,L 108-114 (OT),265,24,9,6,13,25,25,6,11,21,29,265,38,90,0.422,35,78,0.449,3,12,0.25,29,36,0.806,108,40,73,0.548,36,64,0.563,4,9,0.444,30,36,0.833,114,265,19,20,39,11,27,38
65,UTA,2006-03-17,43,37,28,@,ATL,W 111-101,240,28,4,7,9,23,22,6,4,14,24,240,43,77,0.558,35,62,0.565,8,15,0.533,17,29,0.586,111,35,78,0.449,25,56,0.446,10,22,0.455,21,28,0.75,101,240,9,28,37,15,22,37
66,UTA,2006-03-19,31,40,23,@,MEM,L 84-90,240,23,7,4,16,28,22,6,2,14,20,240,31,67,0.463,28,54,0.519,3,13,0.231,19,25,0.76,84,29,74,0.392,22,51,0.431,7,23,0.304,25,36,0.694,90,240,11,29,40,15,23,38
67,UTA,2006-03-21,41,54,28,,PHO,W 107-99,240,28,4,7,14,15,21,9,3,6,20,240,41,80,0.513,35,70,0.5,6,10,0.6,19,26,0.731,107,38,94,0.404,27,61,0.443,11,33,0.333,12,14,0.857,99,240,14,40,54,8,27,35
68,UTA,2006-03-23,36,43,23,,WAS,L 97-109,240,23,4,4,14,28,16,5,3,14,28,240,36,77,0.468,34,68,0.5,2,9,0.222,23,35,0.657,97,37,77,0.481,21,52,0.404,16,25,0.64,19,29,0.655,109,240,14,29,43,11,28,39
69,UTA,2006-03-25,33,48,20,,SAC,L 89-91,240,20,9,11,20,27,20,14,2,13,25,240,33,71,0.465,30,61,0.492,3,10,0.3,20,36,0.556,89,31,72,0.431,27,59,0.458,4,13,0.308,25,36,0.694,91,240,15,33,48,8,25,33
70,UTA,2006-03-27,37,45,22,,NOK,W 104-80,240,22,2,7,17,25,17,8,3,11,31,240,37,66,0.561,33,55,0.6,4,11,0.364,26,40,0.65,104,30,73,0.411,25,58,0.431,5,15,0.333,15,26,0.577,80,240,13,32,45,6,17,23
71,UTA,2006-03-29,38,31,27,@,DEN,W 115-104,240,27,4,8,16,25,25,9,2,12,31,240,38,65,0.585,32,53,0.604,6,12,0.5,33,41,0.805,115,39,79,0.494,33,59,0.559,6,20,0.3,20,24,0.833,104,240,7,24,31,10,17,27
72,UTA,2006-03-31,36,40,28,@,LAC,L 91-106,240,28,3,7,12,27,24,6,5,9,26,240,36,82,0.439,33,72,0.458,3,10,0.3,16,24,0.667,91,36,65,0.554,30,55,0.545,6,10,0.6,28,37,0.757,106,240,12,28,40,1,29,30
73,UTA,2006-04-01,36,48,20,@,POR,W 102-89,240,20,5,6,13,22,16,5,4,9,25,240,36,75,0.48,31,60,0.517,5,15,0.333,25,33,0.758,102,33,74,0.446,28,58,0.483,5,16,0.313,18,27,0.667,89,240,13,35,48,7,23,30
74,UTA,2006-04-04,30,43,15,,SAS,L 86-95,240,15,8,2,13,18,18,8,8,13,22,240,30,71,0.423,28,64,0.438,2,7,0.286,24,32,0.75,86,33,73,0.452,21,50,0.42,12,23,0.522,17,22,0.773,95,240,13,30,43,12,29,41
75,UTA,2006-04-07,42,46,27,@,MIN,W 103-95,240,27,6,7,8,24,26,5,10,13,24,240,42,86,0.488,38,76,0.5,4,10,0.4,15,27,0.556,103,34,74,0.459,33,67,0.493,1,7,0.143,26,35,0.743,95,240,17,29,46,9,29,38
76,UTA,2006-04-08,36,45,26,,POR,W 110-93,240,26,7,8,12,26,14,6,4,12,30,240,36,70,0.514,31,59,0.525,5,11,0.455,33,43,0.767,110,33,74,0.446,28,58,0.483,5,16,0.313,22,38,0.579,93,240,11,34,45,12,20,32
77,UTA,2006-04-10,28,36,25,,HOU,W 85-83,240,25,7,3,19,13,14,12,2,12,25,240,28,61,0.459,20,45,0.444,8,16,0.5,21,26,0.808,85,35,78,0.449,32,62,0.516,3,16,0.188,10,16,0.625,83,240,6,30,36,11,25,36
78,UTA,2006-04-12,42,47,26,,DEN,W 104-83,240,26,8,5,13,20,22,8,2,15,26,240,42,86,0.488,39,75,0.52,3,11,0.273,17,24,0.708,104,31,71,0.437,27,57,0.474,4,14,0.286,17,24,0.708,83,240,14,33,47,6,27,33
79,UTA,2006-04-14,36,37,17,@,NOK,W 105-104,240,17,3,10,9,19,13,5,4,7,23,240,36,77,0.468,31,63,0.492,5,14,0.357,28,31,0.903,105,39,83,0.47,36,73,0.493,3,10,0.3,23,26,0.885,104,240,11,26,37,12,27,39
80,UTA,2006-04-16,33,33,20,@,DAL,L 95-111,240,20,7,3,20,33,19,12,2,14,26,240,33,65,0.508,30,56,0.536,3,9,0.333,26,37,0.703,95,29,68,0.426,22,55,0.4,7,13,0.538,46,55,0.836,111,240,13,20,33,18,23,41
81,UTA,2006-04-17,33,32,22,@,SAS,L 82-115,240,22,7,2,13,16,27,9,4,13,19,240,33,76,0.434,30,65,0.462,3,11,0.273,13,18,0.722,82,44,77,0.571,31,55,0.564,13,22,0.591,14,19,0.737,115,240,13,19,32,12,30,42
82,UTA,2006-04-19,42,44,32,,GSW,W 105-102,240,32,5,9,14,26,16,8,5,12,25,240,42,77,0.545,36,65,0.554,6,12,0.5,15,26,0.577,105,36,90,0.4,30,69,0.435,6,21,0.286,24,33,0.727,102,240,10,34,44,22,23,45
1,TOR,2005-11-02,35,48,21,,WAS,L 96-99,240,21,4,3,16,27,28,4,4,12,22,240,35,88,0.398,26,62,0.419,9,26,0.346,17,20,0.85,96,41,85,0.482,37,70,0.529,4,15,0.267,13,24,0.542,99,240,14,34,48,10,34,44
2,TOR,2005-11-04,32,35,20,,NJN,L 92-102,240,20,7,5,15,23,21,10,1,20,25,240,32,80,0.4,23,56,0.411,9,24,0.375,19,22,0.864,92,36,75,0.48,27,55,0.491,9,20,0.45,21,31,0.677,102,240,11,24,35,14,32,46
3,TOR,2005-11-05,32,35,21,@,DET,L 84-117,240,21,5,1,14,29,28,5,7,11,23,240,32,77,0.416,28,61,0.459,4,16,0.25,16,20,0.8,84,43,89,0.483,38,77,0.494,5,12,0.417,26,36,0.722,117,240,3,32,35,16,41,57
4,TOR,2005-11-07,38,30,21,,CLE,L 93-105,240,21,8,4,10,20,17,7,5,15,20,240,38,77,0.494,37,69,0.536,1,8,0.125,16,26,0.615,93,36,74,0.486,32,57,0.561,4,17,0.235,29,34,0.853,105,240,9,21,30,14,33,47
5,TOR,2005-11-11,29,30,18,,UTA,L 84-99,240,18,7,6,12,28,23,4,6,16,26,240,29,68,0.426,24,53,0.453,5,15,0.333,21,29,0.724,84,35,69,0.507,29,54,0.537,6,15,0.4,23,32,0.719,99,240,7,23,30,9,30,39
6,TOR,2005-11-13,45,44,25,,SEA,L 121-126 (OT),265,25,3,0,18,32,20,11,2,17,29,265,45,96,0.469,32,64,0.5,13,32,0.406,18,26,0.692,121,40,79,0.506,35,58,0.603,5,21,0.238,41,49,0.837,126,265,17,27,44,11,31,42
7,TOR,2005-11-15,36,48,14,@,PHI,L 92-104,240,14,3,4,18,24,27,9,6,10,18,240,36,86,0.419,32,72,0.444,4,14,0.286,16,23,0.696,92,40,87,0.46,39,82,0.476,1,5,0.2,23,29,0.793,104,240,16,32,48,14,32,46
8,TOR,2005-11-16,45,29,18,,PHI,L 115-121,240,18,8,0,16,29,25,9,3,16,23,240,45,83,0.542,40,69,0.58,5,14,0.357,20,25,0.8,115,43,79,0.544,34,63,0.54,9,16,0.563,26,33,0.788,121,240,10,19,29,11,23,34
9,TOR,2005-11-18,33,37,19,@,BOS,L 93-100,240,19,10,2,12,24,22,6,4,15,26,240,33,84,0.393,24,63,0.381,9,21,0.429,18,26,0.692,93,36,74,0.486,30,56,0.536,6,18,0.333,22,27,0.815,100,240,13,24,37,7,36,43
10,TOR,2005-11-20,37,47,24,,MIA,W 107-94,240,24,4,5,12,21,20,5,4,13,27,240,37,82,0.451,29,61,0.475,8,21,0.381,25,35,0.714,107,37,83,0.446,29,56,0.518,8,27,0.296,12,18,0.667,94,240,15,32,47,9,30,39
11,TOR,2005-11-22,35,43,13,@,PHO,L 82-90,240,13,7,1,17,24,17,5,6,18,16,240,35,88,0.398,30,67,0.448,5,21,0.238,7,12,0.583,82,37,87,0.425,33,62,0.532,4,25,0.16,12,14,0.857,90,240,11,32,43,15,37,52
12,TOR,2005-11-23,33,39,21,@,LAC,L 100-103,240,21,4,1,5,24,22,2,12,15,25,240,33,87,0.379,25,63,0.397,8,24,0.333,26,32,0.813,100,39,68,0.574,37,61,0.607,2,7,0.286,23,29,0.793,103,240,15,24,39,4,35,39
13,TOR,2005-11-25,42,37,27,@,SAC,L 104-106,240,27,6,1,10,27,25,3,2,10,16,240,42,82,0.512,37,65,0.569,5,17,0.294,15,17,0.882,104,40,80,0.5,34,64,0.531,6,16,0.375,20,28,0.714,106,240,7,30,37,10,30,40
14,TOR,2005-11-26,34,36,15,@,GSW,L 91-117,240,15,9,2,13,23,37,5,4,16,20,240,34,79,0.43,33,66,0.5,1,13,0.077,22,30,0.733,91,47,83,0.566,42,62,0.677,5,21,0.238,18,24,0.75,117,240,11,25,36,10,35,45
15,TOR,2005-11-28,34,45,18,,DAL,L 91-93,240,18,4,1,12,18,23,7,6,8,19,240,34,79,0.43,29,62,0.468,5,17,0.294,18,21,0.857,91,39,88,0.443,32,68,0.471,7,20,0.35,8,13,0.615,93,240,12,33,45,15,28,43
16,TOR,2005-11-30,25,35,16,,MEM,L 66-92,240,16,8,4,18,23,20,8,2,18,19,240,25,72,0.347,24,59,0.407,1,13,0.077,15,16,0.938,66,37,73,0.507,30,60,0.5,7,13,0.538,11,15,0.733,92,240,9,26,35,7,34,41
17,TOR,2005-12-02,40,37,22,@,ATL,W 102-101,240,22,7,4,12,18,25,6,6,17,20,240,40,82,0.488,34,66,0.515,6,16,0.375,16,18,0.889,102,43,78,0.551,39,69,0.565,4,9,0.444,11,15,0.733,101,240,14,23,37,11,24,35
18,TOR,2005-12-03,29,40,20,@,NJN,W 95-82,240,20,5,1,11,23,22,4,1,14,26,240,29,67,0.433,24,57,0.421,5,10,0.5,32,36,0.889,95,29,71,0.408,25,54,0.463,4,17,0.235,20,30,0.667,82,240,7,33,40,8,30,38
19,TOR,2005-12-06,40,42,26,@,WAS,L 111-119 (OT),265,26,6,2,16,31,25,10,5,12,20,265,40,84,0.476,31,63,0.492,9,21,0.429,22,27,0.815,111,45,90,0.5,38,71,0.535,7,19,0.368,22,36,0.611,119,265,8,34,42,12,32,44
20,TOR,2005-12-07,34,33,19,,LAL,L 91-102,240,19,9,2,10,20,28,6,6,16,25,240,34,83,0.41,30,61,0.492,4,22,0.182,19,24,0.792,91,43,80,0.538,36,65,0.554,7,15,0.467,9,15,0.6,102,240,9,24,33,10,38,48
21,TOR,2005-12-10,38,51,19,@,CHA,W 111-103,240,19,5,5,12,23,21,8,5,10,28,240,38,85,0.447,34,71,0.479,4,14,0.286,31,38,0.816,111,41,96,0.427,37,81,0.457,4,15,0.267,17,26,0.654,103,240,16,35,51,21,27,48
22,TOR,2005-12-14,31,25,18,,CHI,L 94-105,240,18,13,1,13,25,17,6,6,22,26,240,31,75,0.413,22,51,0.431,9,24,0.375,23,27,0.852,94,37,64,0.578,28,47,0.596,9,17,0.529,22,27,0.815,105,240,5,20,25,6,36,42
23,TOR,2005-12-16,35,38,22,,GSW,L 98-108,240,22,3,3,16,24,27,10,1,11,23,240,35,71,0.493,27,56,0.482,8,15,0.533,20,24,0.833,98,38,80,0.475,21,51,0.412,17,29,0.586,15,23,0.652,108,240,4,34,38,6,27,33
24,TOR,2005-12-18,29,43,14,,PHI,L 80-107,240,14,5,6,16,19,31,12,5,12,18,240,29,84,0.345,26,65,0.4,3,19,0.158,19,24,0.792,80,40,82,0.488,33,70,0.471,7,12,0.583,20,24,0.833,107,240,16,27,43,13,34,47
25,TOR,2005-12-19,34,32,21,@,ORL,W 92-90,240,21,8,3,12,26,15,8,6,15,20,240,34,80,0.425,25,64,0.391,9,16,0.563,15,26,0.577,92,35,71,0.493,34,64,0.531,1,7,0.143,19,26,0.731,90,240,6,26,32,5,34,39
26,TOR,2005-12-21,33,33,23,@,HOU,W 94-81,240,23,8,3,13,23,20,3,5,14,18,240,33,68,0.485,24,47,0.511,9,21,0.429,19,23,0.826,94,32,76,0.421,27,55,0.491,5,21,0.238,12,17,0.706,81,240,3,30,33,9,28,37
27,TOR,2005-12-23,35,39,13,@,SAS,L 90-95,240,13,8,3,14,23,19,6,3,15,17,240,35,73,0.479,30,62,0.484,5,11,0.455,15,25,0.6,90,38,72,0.528,33,58,0.569,5,14,0.357,14,27,0.519,95,240,8,31,39,6,30,36
28,TOR,2005-12-27,45,35,22,@,DET,L 106-113,240,22,8,4,3,20,32,2,6,9,17,240,45,89,0.506,43,82,0.524,2,7,0.286,14,19,0.737,106,41,79,0.519,30,58,0.517,11,21,0.524,20,26,0.769,113,240,12,23,35,13,28,41
29,TOR,2005-12-28,42,30,21,,ATL,W 108-102,240,21,8,2,13,20,18,7,6,20,21,240,42,82,0.512,35,68,0.515,7,14,0.5,17,20,0.85,108,40,71,0.563,33,61,0.541,7,10,0.7,15,16,0.938,102,240,8,22,30,5,25,30
30,TOR,2005-12-30,38,44,17,@,IND,W 99-97,240,17,9,2,12,23,17,5,2,15,22,240,38,80,0.475,34,64,0.531,4,16,0.25,19,27,0.704,99,34,80,0.425,28,59,0.475,6,21,0.286,23,30,0.767,97,240,13,31,44,14,29,43
