Rk,Team,Date,FGA,TRB,AST,,Opp,Result,MP,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,MP,ORB,DRB,TRB,ORB,DRB,TRB
23,WAS,2001-12-16,80,45,18,@,TOR,W 93-88,240,18,10,3,13,18,16,8,9,15,25,240,32,80,0.4,27,72,0.375,5,8,0.625,24,31,0.774,93,33,82,0.402,25,64,0.391,8,18,0.444,14,15,0.933,88,240,15,30,45,11,31,42
24,WAS,2001-12-19,82,49,34,,ATL,W 103-76,240,34,8,9,12,18,22,10,5,13,16,240,45,82,0.549,42,75,0.56,3,7,0.429,10,16,0.625,103,30,90,0.333,28,79,0.354,2,11,0.182,14,19,0.737,76,240,14,35,49,23,24,47
25,WAS,2001-12-21,79,49,25,@,ORL,W 93-75,240,25,5,5,13,19,14,8,3,9,20,240,36,79,0.456,29,64,0.453,7,15,0.467,14,20,0.7,93,31,94,0.33,27,73,0.37,4,21,0.19,9,16,0.563,75,240,17,32,49,26,20,46
26,WAS,2001-12-22,75,34,14,@,NYK,W 87-86,240,14,13,4,10,20,22,5,2,23,27,240,28,75,0.373,23,62,0.371,5,13,0.385,26,32,0.813,87,33,73,0.452,25,58,0.431,8,15,0.533,12,13,0.923,86,240,10,24,34,15,30,45
27,WAS,2001-12-26,78,22,26,@,CHH,L 93-99,240,26,10,1,9,23,29,5,2,17,20,240,35,78,0.449,26,58,0.448,9,20,0.45,14,17,0.824,93,40,67,0.597,37,60,0.617,3,7,0.429,16,24,0.667,99,240,4,18,22,8,36,44
28,WAS,2001-12-27,83,48,14,@,IND,L 81-108,240,14,3,4,13,20,26,9,10,5,18,240,31,83,0.373,25,70,0.357,6,13,0.462,13,22,0.591,81,43,85,0.506,40,75,0.533,3,10,0.3,19,28,0.679,108,240,15,33,48,11,35,46
29,WAS,2001-12-29,82,46,23,,CHH,W 107-90,240,23,6,4,9,24,21,4,3,9,19,240,42,82,0.512,36,70,0.514,6,12,0.5,17,19,0.895,107,32,83,0.386,30,74,0.405,2,9,0.222,24,31,0.774,90,240,12,34,46,12,25,37
30,WAS,2001-12-31,88,62,17,,NJN,W 98-76,240,17,3,3,13,19,22,8,2,8,16,240,37,88,0.42,30,71,0.423,7,17,0.412,17,19,0.895,98,29,75,0.387,28,64,0.438,1,11,0.091,17,27,0.63,76,240,20,42,62,8,22,30
31,WAS,2002-01-04,73,46,22,,CHI,W 89-83,240,22,5,6,11,20,16,6,8,9,21,240,32,73,0.438,27,59,0.458,5,14,0.357,20,27,0.741,89,33,88,0.375,31,75,0.413,2,13,0.154,15,23,0.652,83,240,8,38,46,17,30,47
32,WAS,2002-01-08,79,41,22,,LAC,W 96-88,240,22,2,2,13,17,17,4,3,12,15,240,38,79,0.481,33,67,0.493,5,12,0.417,15,18,0.833,96,37,84,0.44,33,66,0.5,4,18,0.222,10,17,0.588,88,240,9,32,41,9,27,36
33,WAS,2002-01-11,86,44,22,@,MIL,L 86-105,240,22,7,6,12,14,29,8,3,14,20,240,33,86,0.384,25,68,0.368,8,18,0.444,12,22,0.545,86,44,83,0.53,34,70,0.486,10,13,0.769,7,10,0.7,105,240,19,25,44,11,27,38
34,WAS,2002-01-12,87,43,17,,MIN,L 100-108,240,17,6,3,9,18,19,3,4,11,21,240,37,87,0.425,32,72,0.444,5,15,0.333,21,28,0.75,100,43,88,0.489,34,68,0.5,9,20,0.45,13,16,0.813,108,240,17,26,43,17,30,47
35,WAS,2002-01-15,81,52,13,,SAS,L 91-96,240,13,7,3,13,23,22,9,4,13,24,240,31,81,0.383,26,67,0.388,5,14,0.357,24,33,0.727,91,35,75,0.467,27,55,0.491,8,20,0.4,18,27,0.667,96,240,21,31,52,8,27,35
36,WAS,2002-01-16,90,49,9,@,NJN,L 67-111,240,9,7,5,18,17,32,10,8,12,19,240,27,90,0.3,24,82,0.293,3,8,0.375,10,14,0.714,67,44,84,0.524,37,68,0.544,7,16,0.438,16,21,0.762,111,240,21,28,49,9,36,45
37,WAS,2002-01-19,65,49,16,@,CHI,W 77-69,240,16,10,6,22,25,17,12,2,16,29,240,24,65,0.369,20,55,0.364,4,10,0.4,25,34,0.735,77,22,89,0.247,17,79,0.215,5,10,0.5,20,25,0.8,69,240,15,34,49,24,24,48
38,WAS,2002-01-21,88,39,21,@,MIN,L 101-105,240,21,2,1,8,21,30,5,4,9,18,240,38,88,0.432,31,73,0.425,7,15,0.467,18,22,0.818,101,39,74,0.527,33,54,0.611,6,20,0.3,21,25,0.84,105,240,16,23,39,6,29,35
39,WAS,2002-01-22,78,38,19,,PHI,L 84-91,240,19,13,8,19,20,23,14,5,19,18,240,33,78,0.423,26,61,0.426,7,17,0.412,11,14,0.786,84,37,78,0.474,32,65,0.492,5,13,0.385,12,15,0.8,91,240,15,23,38,15,27,42
40,WAS,2002-01-24,84,42,24,,CLE,W 94-85,240,24,4,3,9,19,24,6,8,8,23,240,38,84,0.452,34,73,0.466,4,11,0.364,14,20,0.7,94,33,77,0.429,31,72,0.431,2,5,0.4,17,26,0.654,85,240,14,28,42,17,26,43
41,WAS,2002-01-26,76,42,24,,PHO,W 112-102,240,24,11,4,14,28,17,6,1,16,27,240,39,76,0.513,38,70,0.543,1,6,0.167,33,42,0.786,112,36,85,0.424,31,67,0.463,5,18,0.278,25,30,0.833,102,240,14,28,42,16,23,39
42,WAS,2002-01-29,80,45,17,,DET,L 86-89,240,17,8,3,11,17,21,6,4,15,20,240,34,80,0.425,32,72,0.444,2,8,0.25,16,22,0.727,86,37,74,0.5,32,52,0.615,5,22,0.227,10,13,0.769,89,240,15,30,45,6,30,36
43,WAS,2002-01-31,77,38,26,@,CLE,W 93-92,240,26,4,3,15,17,24,8,3,10,21,240,38,77,0.494,34,69,0.493,4,8,0.5,13,19,0.684,93,36,81,0.444,30,64,0.469,6,17,0.353,14,17,0.824,92,240,12,26,38,12,23,35
44,WAS,2002-02-01,82,40,21,,ATL,W 97-90,240,21,13,7,5,14,15,4,6,18,18,240,37,82,0.451,36,74,0.486,1,8,0.125,22,28,0.786,97,36,73,0.493,29,55,0.527,7,18,0.389,11,17,0.647,90,240,13,27,40,12,31,43
45,WAS,2002-02-03,84,43,23,,IND,W 109-89,240,23,2,5,7,22,19,3,4,8,19,240,44,84,0.524,38,76,0.5,6,8,0.75,15,20,0.75,109,37,77,0.481,33,65,0.508,4,12,0.333,11,12,0.917,89,240,16,27,43,7,25,32
46,WAS,2002-02-05,86,50,19,,TOR,W 99-94,240,19,5,3,6,16,24,4,1,7,18,240,39,86,0.453,35,81,0.432,4,5,0.8,17,22,0.773,99,38,72,0.528,32,56,0.571,6,16,0.375,12,16,0.75,94,240,22,28,50,3,24,27
47,WAS,2002-02-07,98,51,29,,SAC,W 108-101,240,29,4,5,9,25,20,4,4,8,15,240,47,98,0.48,43,86,0.5,4,12,0.333,10,13,0.769,108,38,84,0.452,34,71,0.479,4,13,0.308,21,25,0.84,101,240,17,34,51,13,30,43
48,WAS,2002-02-12,77,37,20,@,LAL,L 94-103,240,20,3,3,9,18,29,4,3,7,21,240,33,77,0.429,28,61,0.459,5,16,0.313,23,27,0.852,94,43,89,0.483,33,67,0.493,10,22,0.455,7,14,0.5,103,240,8,29,37,15,29,44
49,WAS,2002-02-14,86,43,24,@,SAC,L 93-109,240,24,6,2,12,20,29,8,2,12,20,240,37,86,0.43,33,78,0.423,4,8,0.5,15,20,0.75,93,43,90,0.478,37,77,0.481,6,13,0.462,17,26,0.654,109,240,7,36,43,12,40,52
50,WAS,2002-02-15,80,41,22,@,PHO,W 97-96,240,22,6,7,13,22,22,7,4,13,19,240,39,80,0.488,37,75,0.493,2,5,0.4,17,22,0.773,97,37,83,0.446,35,69,0.507,2,14,0.143,20,27,0.741,96,240,8,33,41,11,29,40
51,WAS,2002-02-18,88,38,23,,HOU,L 89-102,240,23,4,6,5,16,25,3,4,11,15,240,37,88,0.42,35,75,0.467,2,13,0.154,13,15,0.867,89,40,77,0.519,32,62,0.516,8,15,0.533,14,17,0.824,102,240,14,24,38,8,37,45
52,WAS,2002-02-20,81,44,20,@,DET,L 90-97,240,20,3,3,8,31,18,5,10,5,24,240,32,81,0.395,25,63,0.397,7,18,0.389,19,25,0.76,90,30,73,0.411,23,52,0.442,7,21,0.333,30,38,0.789,97,240,15,29,44,8,29,37
53,WAS,2002-02-21,79,41,16,,NJN,L 82-93,240,16,9,2,15,18,20,6,7,16,18,240,33,79,0.418,29,69,0.42,4,10,0.4,12,13,0.923,82,36,79,0.456,29,64,0.453,7,15,0.467,14,16,0.875,93,240,12,29,41,12,30,42
54,WAS,2002-02-23,78,38,21,,MIA,L 95-97,240,21,5,9,11,18,28,6,9,12,20,240,38,78,0.487,35,69,0.507,3,9,0.333,16,22,0.727,95,41,79,0.519,39,70,0.557,2,9,0.222,13,15,0.867,97,240,11,27,38,9,27,36
55,WAS,2002-02-24,80,36,17,@,MIA,L 80-92,240,17,10,4,15,20,17,8,7,14,11,240,35,80,0.438,29,67,0.433,6,13,0.462,4,8,0.5,80,39,75,0.52,38,69,0.551,1,6,0.167,13,16,0.813,92,240,11,25,36,10,32,42
56,WAS,2002-02-27,84,37,31,,POR,L 101-105,240,31,6,7,14,23,20,12,5,9,19,240,41,84,0.488,35,69,0.507,6,15,0.4,13,16,0.813,101,37,91,0.407,30,73,0.411,7,18,0.389,24,27,0.889,105,240,8,29,37,20,29,49
57,WAS,2002-03-01,82,40,22,@,CHI,L 81-90,240,22,11,6,13,22,19,6,4,17,21,240,30,82,0.366,29,75,0.387,1,7,0.143,20,23,0.87,81,33,79,0.418,31,71,0.437,2,8,0.25,22,28,0.786,90,240,12,28,40,15,30,45
58,WAS,2002-03-03,88,46,28,,ORL,W 107-102 (OT),265,28,5,4,13,25,24,9,4,13,23,265,44,88,0.5,41,81,0.506,3,7,0.429,16,20,0.8,107,38,87,0.437,32,66,0.485,6,21,0.286,20,28,0.714,102,265,13,33,46,13,28,41
59,WAS,2002-03-05,79,47,27,,CHI,W 115-90,240,27,6,1,9,21,20,4,4,8,22,240,45,79,0.57,42,73,0.575,3,6,0.5,22,31,0.71,115,38,82,0.463,36,71,0.507,2,11,0.182,12,15,0.8,90,240,11,36,47,6,23,29
60,WAS,2002-03-07,80,37,26,,DET,L 92-95,240,26,4,4,12,21,24,6,7,15,23,240,37,80,0.463,33,73,0.452,4,7,0.571,14,19,0.737,92,34,61,0.557,26,43,0.605,8,18,0.444,19,21,0.905,95,240,15,22,37,4,20,24
61,WAS,2002-03-08,82,47,27,@,ORL,L 96-99,240,27,4,2,14,23,16,8,7,9,17,240,38,82,0.463,37,78,0.474,1,4,0.25,19,21,0.905,96,38,76,0.5,31,61,0.508,7,15,0.467,16,27,0.593,99,240,11,36,47,5,31,36
62,WAS,2002-03-10,74,44,22,@,BOS,L 91-98,240,22,6,3,18,29,17,10,2,9,24,240,33,74,0.446,30,67,0.448,3,7,0.429,22,30,0.733,91,33,78,0.423,27,53,0.509,6,25,0.24,26,31,0.839,98,240,11,33,44,9,23,32
63,WAS,2002-03-11,73,38,23,,BOS,L 99-104,240,23,8,6,21,23,21,14,0,17,23,240,37,73,0.507,34,66,0.515,3,7,0.429,22,31,0.71,99,39,80,0.488,29,55,0.527,10,25,0.4,16,22,0.727,104,240,13,25,38,13,22,35
64,WAS,2002-03-13,78,33,15,@,LAC,L 75-96,240,15,3,7,11,25,15,6,9,10,14,240,33,78,0.423,33,73,0.452,0,5,0,9,13,0.692,75,37,82,0.451,35,74,0.473,2,8,0.25,20,25,0.8,96,240,10,23,33,15,33,48
65,WAS,2002-03-15,86,41,21,@,SEA,W 103-98,240,21,5,4,10,28,22,6,3,11,25,240,40,86,0.465,33,73,0.452,7,13,0.538,16,19,0.842,103,31,73,0.425,25,63,0.397,6,10,0.6,30,35,0.857,98,240,16,25,41,10,25,35
66,WAS,2002-03-16,66,24,17,@,POR,L 80-95,240,17,11,3,19,21,28,14,5,21,23,240,29,66,0.439,26,61,0.426,3,5,0.6,19,24,0.792,80,39,72,0.542,35,62,0.565,4,10,0.4,13,21,0.619,95,240,7,17,24,11,22,33
67,WAS,2002-03-18,79,38,25,@,GSW,W 99-96,240,25,11,3,7,27,26,3,6,16,22,240,37,79,0.468,34,70,0.486,3,9,0.333,22,29,0.759,99,33,76,0.434,23,48,0.479,10,28,0.357,20,31,0.645,96,240,14,24,38,17,27,44
68,WAS,2002-03-20,87,41,32,@,DEN,W 107-75,240,32,11,5,9,22,23,5,5,20,18,240,39,87,0.448,34,77,0.442,5,10,0.5,24,25,0.96,107,24,72,0.333,24,69,0.348,0,3,0,27,33,0.818,75,240,10,31,41,9,31,40
69,WAS,2002-03-21,77,47,15,@,UTA,L 79-94,240,15,6,4,13,28,25,12,13,12,24,240,26,77,0.338,22,66,0.333,4,11,0.364,23,32,0.719,79,34,77,0.442,29,64,0.453,5,13,0.385,21,31,0.677,94,240,16,31,47,12,38,50
70,WAS,2002-03-24,81,39,17,@,TOR,L 91-92,240,17,13,5,18,21,21,7,4,20,16,240,36,81,0.444,33,71,0.465,3,10,0.3,16,17,0.941,91,32,77,0.416,26,66,0.394,6,11,0.545,22,28,0.786,92,240,12,27,39,16,26,42
71,WAS,2002-03-26,84,40,26,,DEN,W 103-87,240,26,10,7,14,26,18,8,3,21,26,240,40,84,0.476,37,76,0.487,3,8,0.375,20,26,0.769,103,29,71,0.408,27,62,0.435,2,9,0.222,27,34,0.794,87,240,12,28,40,13,27,40
72,WAS,2002-03-29,89,42,28,,MIL,W 107-98,240,28,8,2,9,21,21,7,6,17,27,240,43,89,0.483,43,83,0.518,0,6,0,21,29,0.724,107,39,83,0.47,31,61,0.508,8,22,0.364,12,17,0.706,98,240,13,29,42,10,25,35
73,WAS,2002-03-31,89,38,27,,DAL,L 103-110,240,27,6,3,8,21,22,7,4,12,17,240,43,89,0.483,39,80,0.488,4,9,0.444,13,13,1,103,40,77,0.519,30,57,0.526,10,20,0.5,20,23,0.87,110,240,12,26,38,11,31,42
74,WAS,2002-04-02,82,35,20,,LAL,L 93-113,240,20,10,4,13,24,28,7,4,14,17,240,37,82,0.451,34,70,0.486,3,12,0.25,16,22,0.727,93,42,82,0.512,32,64,0.5,10,18,0.556,19,23,0.826,113,240,9,26,35,11,34,45
75,WAS,2002-04-03,73,37,21,@,MIL,L 90-105,240,21,4,1,17,21,31,6,5,11,25,240,35,73,0.479,32,68,0.471,3,5,0.6,17,26,0.654,90,41,80,0.513,34,68,0.5,7,12,0.583,16,21,0.762,105,240,13,24,37,9,22,31
76,WAS,2002-04-05,80,39,16,@,CHH,L 91-97,240,16,11,0,17,28,25,10,5,21,28,240,35,80,0.438,31,72,0.431,4,8,0.5,17,34,0.5,91,35,72,0.486,33,60,0.55,2,12,0.167,25,31,0.806,97,240,16,23,39,11,30,41
77,WAS,2002-04-06,95,58,24,,MEM,W 88-85,240,24,9,2,8,25,20,5,14,15,20,240,36,95,0.379,34,86,0.395,2,9,0.222,14,20,0.7,88,31,74,0.419,29,61,0.475,2,13,0.154,21,34,0.618,85,240,19,39,58,11,37,48
78,WAS,2002-04-09,71,38,11,@,NJN,L 88-101,240,11,9,8,18,24,32,12,4,14,27,240,30,71,0.423,25,63,0.397,5,8,0.625,23,34,0.676,88,38,82,0.463,34,68,0.5,4,14,0.286,21,27,0.778,101,240,11,27,38,15,26,41
79,WAS,2002-04-10,75,48,18,,PHI,W 90-77,240,18,6,12,12,24,17,7,8,12,25,240,32,75,0.427,29,67,0.433,3,8,0.375,23,32,0.719,90,28,75,0.373,24,67,0.358,4,8,0.5,17,23,0.739,77,240,16,32,48,9,27,36
80,WAS,2002-04-12,72,33,20,@,PHI,L 91-100,240,20,10,5,15,21,28,7,5,16,23,240,33,72,0.458,30,66,0.455,3,6,0.5,22,26,0.846,91,40,80,0.5,36,70,0.514,4,10,0.4,16,20,0.8,100,240,9,24,33,18,29,47
81,WAS,2002-04-14,79,41,14,,IND,L 80-86,240,14,11,4,13,21,27,8,5,17,20,240,32,79,0.405,30,73,0.411,2,6,0.333,14,20,0.7,80,35,69,0.507,32,63,0.508,3,6,0.5,13,19,0.684,86,240,15,26,41,8,30,38
82,WAS,2002-04-16,88,48,28,,NYK,W 116-112,240,28,5,4,10,21,32,5,5,9,24,240,44,88,0.5,40,76,0.526,4,12,0.333,24,33,0.727,116,43,84,0.512,33,67,0.493,10,17,0.588,16,19,0.842,112,240,17,31,48,8,24,32
1,UTA,2001-10-30,81,41,36,,MIL,L 112-119 (OT),265,36,8,4,20,24,25,11,3,13,28,265,43,81,0.531,38,65,0.585,5,16,0.313,21,25,0.84,112,43,83,0.518,33,58,0.569,10,25,0.4,23,27,0.852,119,265,11,30,41,10,21,31
2,UTA,2001-11-01,80,48,24,,LAL,L 101-105,240,24,9,9,16,30,22,8,8,14,33,240,35,80,0.438,33,73,0.452,2,7,0.286,29,40,0.725,101,33,77,0.429,27,61,0.443,6,16,0.375,33,43,0.767,105,240,13,35,48,12,29,41
3,UTA,2001-11-03,74,45,25,@,SEA,W 91-74,240,25,12,4,19,19,21,11,5,19,30,240,34,74,0.459,31,67,0.463,3,7,0.429,20,32,0.625,91,28,72,0.389,24,58,0.414,4,14,0.286,14,19,0.737,74,240,16,29,45,10,19,29
4,UTA,2001-11-04,73,39,24,@,LAL,L 96-100,240,24,8,6,20,33,22,14,8,18,30,240,35,73,0.479,32,63,0.508,3,10,0.3,23,37,0.622,96,35,68,0.515,33,57,0.579,2,11,0.182,28,42,0.667,100,240,12,27,39,5,25,30
5,UTA,2001-11-06,65,23,21,@,POR,L 83-101,240,21,6,3,19,20,27,11,4,20,23,240,29,65,0.446,26,56,0.464,3,9,0.333,22,29,0.759,83,39,70,0.557,33,53,0.623,6,17,0.353,17,21,0.81,101,240,6,17,23,11,23,34
6,UTA,2001-11-07,84,41,29,,ATL,W 96-89,240,29,10,11,15,25,15,7,8,18,23,240,37,84,0.44,35,76,0.461,2,8,0.25,20,25,0.8,96,30,71,0.423,27,63,0.429,3,8,0.375,26,34,0.765,89,240,12,29,41,13,29,42
7,UTA,2001-11-10,69,43,23,,TOR,L 96-117,240,23,7,5,25,29,28,14,8,15,25,240,33,69,0.478,31,63,0.492,2,6,0.333,28,33,0.848,96,40,84,0.476,25,58,0.431,15,26,0.577,22,29,0.759,117,240,11,32,43,12,23,35
8,UTA,2001-11-12,77,56,27,,ORL,W 105-98,240,27,7,18,17,19,23,7,10,12,35,240,37,77,0.481,36,73,0.493,1,4,0.25,30,39,0.769,105,34,93,0.366,24,73,0.329,10,20,0.5,20,24,0.833,98,240,15,41,56,17,27,44
9,UTA,2001-11-14,75,28,18,@,ATL,L 79-111,240,18,15,4,22,20,26,11,3,23,18,240,29,75,0.387,26,63,0.413,3,12,0.25,18,22,0.818,79,43,75,0.573,36,62,0.581,7,13,0.538,18,20,0.9,111,240,10,18,28,11,34,45
10,UTA,2001-11-16,77,42,32,@,WAS,W 101-92,240,32,5,11,14,23,15,8,5,7,25,240,40,77,0.519,38,71,0.535,2,6,0.333,19,23,0.826,101,32,89,0.36,28,80,0.35,4,9,0.444,24,28,0.857,92,240,10,32,42,20,22,42
11,UTA,2001-11-17,75,41,21,@,MIL,L 93-104,240,21,8,1,16,22,26,12,6,11,21,240,32,75,0.427,31,67,0.463,1,8,0.125,28,33,0.848,93,38,84,0.452,30,64,0.469,8,20,0.4,20,25,0.8,104,240,15,26,41,15,25,40
12,UTA,2001-11-21,90,51,26,,NJN,L 89-90 (OT),265,26,15,7,18,25,17,11,11,27,27,265,34,90,0.378,33,84,0.393,1,6,0.167,20,33,0.606,89,37,89,0.416,32,71,0.451,5,18,0.278,11,15,0.733,90,265,19,32,51,16,35,51
13,UTA,2001-11-23,63,36,22,,LAC,W 106-101,240,22,9,10,18,20,14,11,2,16,28,240,31,63,0.492,26,51,0.51,5,12,0.417,39,47,0.83,106,38,78,0.487,33,65,0.508,5,13,0.385,20,25,0.8,101,240,9,27,36,10,21,31
14,UTA,2001-11-26,90,55,25,,PHO,L 104-111 (OT),265,25,5,3,19,33,16,9,11,14,32,265,38,90,0.422,35,81,0.432,3,9,0.333,25,34,0.735,104,35,84,0.417,24,61,0.393,11,23,0.478,30,44,0.682,111,265,15,40,55,12,34,46
15,UTA,2001-11-28,79,42,27,,SEA,W 112-88,240,27,12,12,12,22,18,7,3,15,22,240,43,79,0.544,38,62,0.613,5,17,0.294,21,27,0.778,112,33,81,0.407,28,64,0.438,5,17,0.294,17,19,0.895,88,240,13,29,42,13,23,36
16,UTA,2001-11-30,75,44,20,@,PHO,L 76-98,240,20,9,9,21,22,30,12,13,15,22,240,30,75,0.4,28,65,0.431,2,10,0.2,14,20,0.7,76,41,86,0.477,35,72,0.486,6,14,0.429,10,14,0.714,98,240,13,31,44,13,27,40
17,UTA,2001-12-01,83,47,17,,IND,L 97-100,240,17,6,3,17,32,19,9,7,15,32,240,34,83,0.41,30,68,0.441,4,15,0.267,25,33,0.758,97,35,68,0.515,31,59,0.525,4,9,0.444,26,43,0.605,100,240,20,27,47,12,28,40
