Rk,Team,Date,FG,TRB,AST,,Opp,Result,MP,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,MP,ORB,DRB,TRB,ORB,DRB,TRB
56,CHI,2014-02-25,37,48,24,@,ATL,W 107-103,240,24,11,2,12,15,21,7,2,16,22,240,37,88,0.42,29,64,0.453,8,24,0.333,25,29,0.862,107,38,84,0.452,24,51,0.471,14,33,0.424,13,16,0.813,103,240,15,33,48,11,31,42
57,CHI,2014-02-26,37,56,24,,GSW,W 103-83,240,24,8,9,16,24,17,6,7,16,27,240,37,83,0.446,32,69,0.464,5,14,0.357,24,30,0.8,103,30,84,0.357,25,63,0.397,5,21,0.238,18,22,0.818,83,240,16,40,56,9,32,41
58,CHI,2014-02-28,36,46,19,@,DAL,W 100-91,240,19,6,2,20,19,17,12,5,13,20,240,36,71,0.507,27,52,0.519,9,19,0.474,19,28,0.679,100,34,85,0.4,23,54,0.426,11,31,0.355,12,17,0.706,91,240,9,37,46,13,24,37
59,CHI,2014-03-02,39,45,30,,NYK,W 109-90,240,30,9,5,3,12,17,0,5,12,23,240,39,84,0.464,31,62,0.5,8,22,0.364,23,33,0.697,109,35,79,0.443,30,61,0.492,5,18,0.278,15,18,0.833,90,240,14,31,45,12,32,44
60,CHI,2014-03-03,30,43,12,@,BRK,L 80-96,240,12,6,1,25,23,19,19,3,11,18,240,30,65,0.462,26,52,0.5,4,13,0.308,16,23,0.696,80,34,73,0.466,27,48,0.563,7,25,0.28,21,28,0.75,96,240,9,34,43,6,22,28
61,CHI,2014-03-05,43,43,26,@,DET,W 105-94,240,26,5,4,13,16,25,5,6,7,12,240,43,80,0.538,38,61,0.623,5,19,0.263,14,17,0.824,105,39,87,0.448,37,76,0.487,2,11,0.182,14,17,0.824,94,240,8,35,43,8,24,32
62,CHI,2014-03-07,31,38,16,,MEM,L 77-85,240,16,4,2,13,19,19,9,6,13,16,240,31,75,0.413,29,62,0.468,2,13,0.154,13,14,0.929,77,35,78,0.449,30,70,0.429,5,8,0.625,10,18,0.556,85,240,6,32,38,11,34,45
63,CHI,2014-03-09,38,47,25,,MIA,W 95-88 (OT),265,25,11,7,12,18,20,8,9,17,21,265,38,90,0.422,31,71,0.437,7,19,0.368,12,17,0.706,95,30,74,0.405,23,54,0.426,7,20,0.35,21,22,0.955,88,265,13,34,47,6,36,42
64,CHI,2014-03-11,32,39,22,,SAS,L 96-104,240,22,4,5,14,17,25,6,3,11,26,240,32,75,0.427,24,57,0.421,8,18,0.444,24,28,0.857,96,40,79,0.506,28,58,0.483,12,21,0.571,12,15,0.8,104,240,10,29,39,5,33,38
65,CHI,2014-03-13,43,39,35,,HOU,W 111-87,240,35,8,4,7,24,16,3,5,16,21,240,43,86,0.5,29,62,0.468,14,24,0.583,11,13,0.846,111,28,79,0.354,23,53,0.434,5,26,0.192,26,34,0.765,87,240,10,29,39,19,30,49
66,CHI,2014-03-15,31,40,21,,SAC,W 94-87,240,21,6,8,11,26,12,6,6,16,22,240,31,78,0.397,25,58,0.431,6,20,0.3,26,33,0.788,94,31,85,0.365,29,71,0.408,2,14,0.143,23,37,0.622,87,240,7,33,40,19,36,55
67,CHI,2014-03-17,29,46,21,,OKC,L 85-97,240,21,7,4,5,15,20,3,6,11,27,240,29,84,0.345,24,62,0.387,5,22,0.227,22,31,0.71,85,31,75,0.413,18,50,0.36,13,25,0.52,22,28,0.786,97,240,13,33,46,6,40,46
68,CHI,2014-03-19,36,52,22,@,PHI,W 102-94,240,22,4,8,15,19,22,13,6,11,21,240,36,83,0.434,28,68,0.412,8,15,0.533,22,27,0.815,102,37,81,0.457,26,57,0.456,11,24,0.458,9,19,0.474,94,240,14,38,52,9,29,38
69,CHI,2014-03-21,28,36,17,@,IND,L 79-91,240,17,12,10,13,25,27,4,9,16,18,240,28,77,0.364,23,66,0.348,5,11,0.455,18,24,0.75,79,34,79,0.43,32,68,0.471,2,11,0.182,21,25,0.84,91,240,10,26,36,13,38,51
70,CHI,2014-03-22,31,44,23,,PHI,W 91-81,240,23,6,9,15,20,11,3,6,10,23,240,31,70,0.443,26,56,0.464,5,14,0.357,24,31,0.774,91,30,87,0.345,29,67,0.433,1,20,0.05,20,22,0.909,81,240,11,33,44,19,29,48
71,CHI,2014-03-24,35,46,22,,IND,W 89-77,240,22,7,7,10,20,11,5,4,15,21,240,35,84,0.417,31,69,0.449,4,15,0.267,15,16,0.938,89,27,73,0.37,23,63,0.365,4,10,0.4,19,21,0.905,77,240,9,37,46,6,36,42
72,CHI,2014-03-28,33,46,23,,POR,L 74-91,240,23,5,1,12,16,19,8,7,9,14,240,33,84,0.393,30,67,0.448,3,17,0.176,5,7,0.714,74,35,80,0.438,25,58,0.431,10,22,0.455,11,16,0.688,91,240,12,34,46,10,37,47
73,CHI,2014-03-30,37,31,24,@,BOS,W 107-102,240,24,8,5,15,13,23,9,1,15,23,240,37,70,0.529,29,54,0.537,8,16,0.5,25,31,0.806,107,40,87,0.46,30,58,0.517,10,29,0.345,12,16,0.75,102,240,2,29,31,12,27,39
74,CHI,2014-03-31,38,40,28,,BOS,W 94-80,240,28,9,3,13,16,17,10,4,16,15,240,38,80,0.475,35,64,0.547,3,16,0.188,15,16,0.938,94,31,77,0.403,24,52,0.462,7,25,0.28,11,15,0.733,80,240,11,29,40,12,25,37
75,CHI,2014-04-02,40,36,27,@,ATL,W 105-92,240,27,13,3,13,19,24,7,3,16,17,240,40,78,0.513,28,53,0.528,12,25,0.48,13,15,0.867,105,32,72,0.444,24,48,0.5,8,24,0.333,20,26,0.769,92,240,7,29,36,9,29,38
76,CHI,2014-04-04,31,44,24,,MIL,W 102-90,240,24,13,5,11,24,17,7,9,20,24,240,31,84,0.369,24,62,0.387,7,22,0.318,33,42,0.786,102,31,68,0.456,29,60,0.483,2,8,0.25,26,35,0.743,90,240,16,28,44,9,29,38
77,CHI,2014-04-05,35,45,24,@,WAS,W 96-78,240,24,7,4,10,14,16,6,4,11,19,240,35,79,0.443,26,56,0.464,9,23,0.391,17,21,0.81,96,34,86,0.395,31,70,0.443,3,16,0.188,7,12,0.583,78,240,11,34,45,14,26,40
78,CHI,2014-04-09,41,37,29,@,MIN,W 102-87,240,29,4,8,13,18,16,5,5,12,14,240,41,82,0.5,30,61,0.492,11,21,0.524,9,12,0.75,102,34,80,0.425,30,63,0.476,4,17,0.235,15,16,0.938,87,240,9,28,37,11,29,40
79,CHI,2014-04-11,40,39,27,,DET,W 106-98,240,27,6,7,11,19,12,7,2,11,21,240,40,81,0.494,35,62,0.565,5,19,0.263,21,23,0.913,106,40,86,0.465,35,69,0.507,5,17,0.294,13,23,0.565,98,240,9,30,39,15,30,45
80,CHI,2014-04-13,29,45,23,@,NYK,L 89-100,240,23,4,1,16,19,16,9,5,9,25,240,29,74,0.392,23,52,0.442,6,22,0.273,25,32,0.781,89,37,81,0.457,28,56,0.5,9,25,0.36,17,21,0.81,100,240,12,33,45,7,29,36
81,CHI,2014-04-14,39,36,27,,ORL,W 108-95,240,27,8,3,8,19,26,4,6,16,27,240,39,77,0.506,34,64,0.531,5,13,0.385,25,32,0.781,108,36,72,0.5,29,57,0.509,7,15,0.467,16,19,0.842,95,240,8,28,36,4,28,32
82,CHI,2014-04-16,34,44,21,@,CHA,L 86-91 (OT),265,21,7,4,11,22,23,8,7,9,14,265,34,86,0.395,26,64,0.406,8,22,0.364,10,15,0.667,86,34,85,0.4,29,64,0.453,5,21,0.238,18,26,0.692,91,265,6,38,44,12,41,53
83,CHI,2014-04-20,34,39,13,,WAS,L 93-102,240,13,5,3,8,25,21,5,5,10,26,240,34,81,0.42,29,61,0.475,5,20,0.25,20,26,0.769,93,36,74,0.486,32,63,0.508,4,11,0.364,26,35,0.743,102,240,13,26,39,9,36,45
84,CHI,2014-04-22,38,49,23,,WAS,L 99-101 (OT),265,23,6,5,12,23,23,10,6,12,26,265,38,88,0.432,33,71,0.465,5,17,0.294,18,24,0.75,99,38,80,0.475,29,57,0.509,9,23,0.391,16,28,0.571,101,265,17,32,49,8,34,42
85,CHI,2014-04-25,34,36,24,@,WAS,W 100-97,240,24,8,2,16,23,20,9,6,11,22,240,34,71,0.479,22,47,0.468,12,24,0.5,20,30,0.667,100,37,86,0.43,29,67,0.433,8,19,0.421,15,21,0.714,97,240,7,29,36,13,28,41
86,CHI,2014-04-27,35,42,22,@,WAS,L 89-98,240,22,2,4,16,22,22,8,5,6,18,240,35,78,0.449,31,59,0.525,4,19,0.211,15,17,0.882,89,35,86,0.407,27,67,0.403,8,19,0.421,20,25,0.8,98,240,13,29,42,14,24,38
87,CHI,2014-04-29,25,43,19,,WAS,L 69-75,240,19,4,8,11,17,16,9,11,12,19,240,25,75,0.333,19,59,0.322,6,16,0.375,13,17,0.765,69,30,74,0.405,28,65,0.431,2,9,0.222,13,19,0.684,75,240,11,32,43,13,36,49
1,CLE,2013-10-30,35,48,21,,BRK,W 98-94,240,21,7,3,11,20,24,8,8,15,27,240,35,84,0.417,30,69,0.435,5,15,0.333,23,34,0.676,98,33,82,0.402,24,58,0.414,9,24,0.375,19,24,0.792,94,240,16,32,48,9,28,37
2,CLE,2013-11-01,32,42,14,@,CHA,L 84-90,240,14,9,1,17,29,21,7,8,15,20,240,32,84,0.381,28,66,0.424,4,18,0.222,16,22,0.727,84,33,73,0.452,30,61,0.492,3,12,0.25,21,34,0.618,90,240,11,31,42,5,32,37
3,CLE,2013-11-02,29,37,11,@,IND,L 74-89,240,11,15,1,16,25,24,6,6,20,16,240,29,83,0.349,26,68,0.382,3,15,0.2,13,15,0.867,74,32,77,0.416,22,49,0.449,10,28,0.357,15,20,0.75,89,240,6,31,37,10,41,51
4,CLE,2013-11-04,39,49,22,,MIN,W 93-92,240,22,10,12,23,24,21,16,5,17,15,240,39,85,0.459,34,69,0.493,5,16,0.313,10,11,0.909,93,34,94,0.362,29,66,0.439,5,28,0.179,19,24,0.792,92,240,11,38,49,12,31,43
5,CLE,2013-11-06,38,39,20,@,MIL,L 104-109,240,20,10,2,9,21,25,3,4,14,18,240,38,85,0.447,26,57,0.456,12,28,0.429,16,22,0.727,104,36,72,0.5,23,49,0.469,13,23,0.565,24,26,0.923,109,240,12,27,39,9,32,41
6,CLE,2013-11-08,30,43,22,@,PHI,L 79-94,240,22,9,4,13,12,25,5,8,17,18,240,30,90,0.333,21,64,0.328,9,26,0.346,10,14,0.714,79,40,84,0.476,33,63,0.524,7,21,0.333,7,9,0.778,94,240,18,25,43,12,35,47
7,CLE,2013-11-09,46,50,28,,PHI,W 127-125 (2OT),290,28,10,10,18,21,24,10,3,19,22,290,46,102,0.451,33,71,0.465,13,31,0.419,22,29,0.759,127,47,99,0.475,36,72,0.5,11,27,0.407,20,23,0.87,125,290,14,36,50,9,35,44
8,CLE,2013-11-11,31,38,13,@,CHI,L 81-96,240,13,7,11,18,22,24,9,7,11,21,240,31,75,0.413,26,61,0.426,5,14,0.357,14,20,0.7,81,34,83,0.41,30,67,0.448,4,16,0.25,24,26,0.923,96,240,11,27,38,14,27,41
9,CLE,2013-11-13,36,37,18,@,MIN,L 95-124,240,18,4,1,11,18,34,5,5,9,20,240,36,87,0.414,31,71,0.437,5,16,0.313,18,21,0.857,95,45,82,0.549,34,60,0.567,11,22,0.5,23,26,0.885,124,240,10,27,37,8,41,49
10,CLE,2013-11-15,32,43,19,,CHA,L 80-86,240,19,10,6,15,17,23,8,8,16,13,240,32,79,0.405,28,64,0.438,4,15,0.267,12,17,0.706,80,32,80,0.4,24,60,0.4,8,20,0.4,14,20,0.7,86,240,10,33,43,12,35,47
11,CLE,2013-11-16,36,46,18,@,WAS,W 103-96 (OT),265,18,12,6,20,19,22,11,3,18,17,265,36,81,0.444,26,60,0.433,10,21,0.476,21,22,0.955,103,37,93,0.398,31,68,0.456,6,25,0.24,16,22,0.727,96,265,7,39,46,13,34,47
12,CLE,2013-11-20,32,38,19,,WAS,L 91-98,240,19,5,0,15,20,31,6,5,14,17,240,32,77,0.416,23,54,0.426,9,23,0.391,18,21,0.857,91,38,84,0.452,30,65,0.462,8,19,0.421,14,14,1,98,240,13,25,38,15,29,44
13,CLE,2013-11-22,41,37,15,@,NOP,L 100-104,240,15,7,5,19,26,20,11,6,12,20,240,41,77,0.532,33,54,0.611,8,23,0.348,10,16,0.625,100,36,88,0.409,30,71,0.423,6,17,0.353,26,33,0.788,104,240,6,31,37,19,29,48
14,CLE,2013-11-23,39,37,19,@,SAS,L 96-126,240,19,9,2,17,21,30,9,5,15,17,240,39,83,0.47,35,70,0.5,4,13,0.308,14,20,0.7,96,46,80,0.575,30,56,0.536,16,24,0.667,18,23,0.783,126,240,10,27,37,6,31,37
15,CLE,2013-11-27,29,47,19,,MIA,L 84-95,240,19,7,2,18,18,23,11,7,14,19,240,29,83,0.349,19,55,0.345,10,28,0.357,16,24,0.667,84,35,72,0.486,31,53,0.585,4,19,0.211,21,25,0.84,95,240,12,35,47,2,39,41
16,CLE,2013-11-29,32,43,13,@,BOS,L 86-103,240,13,6,2,17,21,26,8,7,17,22,240,32,86,0.372,28,68,0.412,4,18,0.222,18,27,0.667,86,38,76,0.5,27,53,0.509,11,23,0.478,16,26,0.615,103,240,13,30,43,8,39,47
17,CLE,2013-11-30,37,41,20,,CHI,W 97-93,240,20,5,7,10,18,31,5,4,9,22,240,37,78,0.474,30,63,0.476,7,15,0.467,16,19,0.842,97,39,82,0.476,33,67,0.493,6,15,0.4,9,15,0.6,93,240,10,31,41,9,27,36
18,CLE,2013-12-04,37,58,20,,DEN,W 98-88,240,20,6,13,12,10,27,6,8,11,22,240,37,91,0.407,32,77,0.416,5,14,0.357,19,24,0.792,98,36,92,0.391,30,69,0.435,6,23,0.261,10,13,0.769,88,240,20,38,58,15,28,43
19,CLE,2013-12-06,38,47,19,@,ATL,L 89-108,240,19,4,2,11,11,31,6,3,12,18,240,38,94,0.404,33,74,0.446,5,20,0.25,8,17,0.471,89,47,91,0.516,39,68,0.574,8,23,0.348,6,11,0.545,108,240,16,31,47,14,36,50
20,CLE,2013-12-07,31,60,18,,LAC,W 88-82,240,18,5,3,15,21,24,9,7,13,21,240,31,83,0.373,27,69,0.391,4,14,0.286,22,30,0.733,88,28,87,0.322,21,52,0.404,7,35,0.2,19,26,0.731,82,240,16,44,60,10,35,45
21,CLE,2013-12-10,42,38,25,,NYK,W 109-94,240,25,6,1,12,13,27,4,5,13,19,240,42,74,0.568,33,55,0.6,9,19,0.474,16,22,0.727,109,40,87,0.46,30,56,0.536,10,31,0.323,4,5,0.8,94,240,9,29,38,9,22,31
22,CLE,2013-12-13,42,44,18,@,ORL,W 109-100,240,18,6,3,10,16,22,7,5,12,21,240,42,87,0.483,34,66,0.515,8,21,0.381,17,20,0.85,109,37,85,0.435,26,55,0.473,11,30,0.367,15,16,0.938,100,240,7,37,44,8,37,45
23,CLE,2013-12-14,39,39,18,@,MIA,L 107-114,240,18,7,1,15,20,24,10,9,14,21,240,39,84,0.464,29,55,0.527,10,29,0.345,19,25,0.76,107,42,76,0.553,34,55,0.618,8,21,0.381,22,30,0.733,114,240,12,27,39,9,31,40
24,CLE,2013-12-17,48,44,26,,POR,L 116-119,240,26,6,1,6,17,26,2,5,14,16,240,48,102,0.471,39,85,0.459,9,17,0.529,11,16,0.688,116,41,92,0.446,26,59,0.441,15,33,0.455,22,25,0.88,119,240,13,31,44,18,38,56
25,CLE,2013-12-20,39,56,18,,MIL,W 114-111 (OT),265,18,5,12,12,22,22,7,7,11,23,265,39,100,0.39,28,72,0.389,11,28,0.393,25,27,0.926,114,40,100,0.4,30,71,0.423,10,29,0.345,21,25,0.84,111,265,18,38,56,14,38,52
26,CLE,2013-12-21,36,36,21,@,CHI,L 84-100,240,21,6,4,9,20,27,4,5,21,14,240,36,90,0.4,32,72,0.444,4,18,0.222,8,9,0.889,84,37,69,0.536,27,54,0.5,10,15,0.667,16,24,0.667,100,240,11,25,36,9,40,49
27,CLE,2013-12-23,34,39,20,,DET,L 92-115,240,20,5,4,19,16,27,11,5,14,20,240,34,88,0.386,26,60,0.433,8,28,0.286,16,24,0.667,92,46,96,0.479,36,72,0.5,10,24,0.417,13,18,0.722,115,240,13,26,39,18,32,50
28,CLE,2013-12-26,49,45,22,,ATL,L 125-127 (2OT),290,22,9,8,22,19,33,13,5,21,24,290,49,94,0.521,41,73,0.562,8,21,0.381,19,26,0.731,125,51,103,0.495,40,69,0.58,11,34,0.324,14,19,0.737,127,290,11,34,45,10,32,42
29,CLE,2013-12-28,37,40,17,@,BOS,L 100-103,240,17,5,4,15,21,22,9,5,15,18,240,37,79,0.468,28,61,0.459,9,18,0.5,17,24,0.708,100,38,83,0.458,29,58,0.5,9,25,0.36,18,25,0.72,103,240,10,30,40,13,30,43
30,CLE,2013-12-29,38,44,21,,GSW,L 104-108 (OT),265,21,8,7,15,18,30,8,10,17,28,265,38,92,0.413,28,76,0.368,10,16,0.625,18,21,0.857,104,42,95,0.442,32,62,0.516,10,33,0.303,14,19,0.737,108,265,7,37,44,12,40,52
31,CLE,2013-12-31,29,48,15,@,IND,L 76-91,240,15,5,3,13,22,22,7,9,11,16,240,29,80,0.363,28,68,0.412,1,12,0.083,17,23,0.739,76,34,77,0.442,29,52,0.558,5,25,0.2,18,22,0.818,91,240,12,36,48,8,33,41
32,CLE,2014-01-02,33,59,22,,ORL,W 87-81 (OT),265,22,6,5,12,21,21,5,12,14,20,265,33,96,0.344,29,77,0.377,4,19,0.211,17,24,0.708,87,32,84,0.381,25,59,0.424,7,25,0.28,10,18,0.556,81,265,17,42,59,8,41,49
33,CLE,2014-01-04,29,45,14,@,BRK,L 82-89,240,14,4,3,11,22,24,4,4,9,18,240,29,79,0.367,19,57,0.333,10,22,0.455,14,20,0.7,82,31,71,0.437,23,47,0.489,8,24,0.333,19,22,0.864,89,240,14,31,45,6,27,33
34,CLE,2014-01-05,27,49,14,,IND,L 78-82,240,14,7,2,18,25,17,8,4,13,19,240,27,79,0.342,21,59,0.356,6,20,0.3,18,20,0.9,78,28,77,0.364,20,53,0.377,8,24,0.333,18,22,0.818,82,240,16,33,49,10,32,42
35,CLE,2014-01-07,44,58,29,,PHI,W 111-93,240,29,5,9,18,27,21,9,6,10,18,240,44,89,0.494,31,61,0.508,13,28,0.464,10,18,0.556,111,34,86,0.395,30,67,0.448,4,19,0.211,21,27,0.778,93,240,14,44,58,8,30,38
36,CLE,2014-01-10,45,45,19,@,UTA,W 113-102,240,19,9,1,8,20,22,4,3,11,17,240,45,83,0.542,38,69,0.551,7,14,0.5,16,20,0.8,113,39,81,0.481,30,61,0.492,9,20,0.45,15,27,0.556,102,240,8,37,45,8,26,34
37,CLE,2014-01-12,31,32,23,@,SAC,L 80-124,240,23,6,3,14,23,21,6,8,15,23,240,31,80,0.388,24,59,0.407,7,21,0.333,11,23,0.478,80,42,81,0.519,27,51,0.529,15,30,0.5,25,30,0.833,124,240,6,26,32,12,38,50
38,CLE,2014-01-14,41,48,27,@,LAL,W 120-118,240,27,8,2,8,22,35,4,6,12,21,240,41,88,0.466,28,71,0.394,13,17,0.765,25,32,0.781,120,44,84,0.524,31,50,0.62,13,34,0.382,17,23,0.739,118,240,16,32,48,6,29,35
39,CLE,2014-01-15,39,42,17,@,POR,L 96-108,240,17,9,2,12,21,27,6,3,16,12,240,39,89,0.438,33,66,0.5,6,23,0.261,12,18,0.667,96,42,88,0.477,31,61,0.508,11,27,0.407,13,17,0.765,108,240,10,32,42,11,37,48
40,CLE,2014-01-17,42,49,21,@,DEN,W 117-109,240,21,8,6,11,19,28,6,9,13,28,240,42,88,0.477,37,72,0.514,5,16,0.313,28,35,0.8,117,40,92,0.435,26,55,0.473,14,37,0.378,15,19,0.789,109,240,16,33,49,13,28,41
41,CLE,2014-01-20,33,46,21,,DAL,L 97-102,240,21,5,1,13,24,22,7,3,8,25,240,33,81,0.407,28,58,0.483,5,23,0.217,26,33,0.788,97,38,83,0.458,34,63,0.54,4,20,0.2,22,28,0.786,102,240,14,32,46,8,31,39
42,CLE,2014-01-22,33,41,23,,CHI,L 87-98,240,23,7,2,9,18,24,5,8,10,19,240,33,88,0.375,25,69,0.362,8,19,0.421,13,18,0.722,87,37,70,0.529,27,49,0.551,10,21,0.476,14,18,0.778,98,240,19,22,41,7,36,43
43,CLE,2014-01-24,37,52,28,,MIL,W 93-78,240,28,9,5,12,18,20,6,9,15,20,240,37,88,0.42,33,74,0.446,4,14,0.286,15,23,0.652,93,30,74,0.405,23,50,0.46,7,24,0.292,11,14,0.786,78,240,21,31,52,8,26,34
44,CLE,2014-01-26,34,43,23,,PHO,L 90-99,240,23,6,3,14,23,23,6,2,12,24,240,34,86,0.395,29,70,0.414,5,16,0.313,17,24,0.708,90,34,82,0.415,25,55,0.455,9,27,0.333,22,28,0.786,99,240,14,29,43,14,36,50
45,CLE,2014-01-28,33,35,22,,NOP,L 89-100,240,22,10,2,11,16,27,7,10,13,23,240,33,80,0.413,27,65,0.415,6,15,0.4,17,27,0.63,89,39,74,0.527,35,61,0.574,4,13,0.308,18,23,0.783,100,240,10,25,35,6,35,41
46,CLE,2014-01-30,31,36,14,@,NYK,L 86-117,240,14,10,2,12,25,21,5,10,16,18,240,31,87,0.356,23,64,0.359,8,23,0.348,16,22,0.727,86,43,76,0.566,31,50,0.62,12,26,0.462,19,28,0.679,117,240,13,23,36,8,36,44
47,CLE,2014-02-01,38,32,23,@,HOU,L 92-106,240,23,8,4,16,24,24,8,7,17,12,240,38,87,0.437,30,57,0.526,8,30,0.267,8,10,0.8,92,41,80,0.513,34,54,0.63,7,26,0.269,17,24,0.708,106,240,7,25,32,10,34,44
48,CLE,2014-02-03,37,31,21,@,DAL,L 107-124,240,21,9,4,9,24,30,4,5,13,23,240,37,80,0.463,29,56,0.518,8,24,0.333,25,33,0.758,107,44,80,0.55,32,54,0.593,12,26,0.462,24,26,0.923,124,240,10,21,31,10,35,45
49,CLE,2014-02-05,38,57,24,,LAL,L 108-119,240,24,10,1,11,22,35,7,3,13,25,240,38,101,0.376,33,68,0.485,5,33,0.152,27,37,0.73,108,42,79,0.532,24,42,0.571,18,37,0.486,17,22,0.773,119,240,27,30,57,6,34,40
50,CLE,2014-02-07,40,45,20,@,WAS,W 115-113,240,20,7,2,18,23,29,11,5,13,23,240,40,77,0.519,34,62,0.548,6,15,0.4,29,33,0.879,115,43,85,0.506,32,65,0.492,11,20,0.55,16,23,0.696,113,240,14,31,45,11,23,34
51,CLE,2014-02-09,35,48,24,,MEM,W 91-83 (OT),265,24,6,5,13,20,22,8,6,14,21,265,35,88,0.398,25,68,0.368,10,20,0.5,11,18,0.611,91,33,86,0.384,30,72,0.417,3,14,0.214,14,16,0.875,83,265,10,38,48,9,37,46
52,CLE,2014-02-11,41,45,30,,SAC,W 109-99,240,30,8,1,12,27,18,4,6,14,18,240,41,86,0.477,29,65,0.446,12,21,0.571,15,23,0.652,109,34,74,0.459,26,48,0.542,8,26,0.308,23,33,0.697,99,240,15,30,45,9,27,36
53,CLE,2014-02-12,34,45,17,@,DET,W 93-89,240,17,9,2,10,21,21,5,5,16,24,240,34,84,0.405,29,69,0.42,5,15,0.333,20,30,0.667,93,33,83,0.398,29,60,0.483,4,23,0.174,19,27,0.704,89,240,13,32,45,15,38,53
54,CLE,2014-02-18,40,61,28,@,PHI,W 114-85,240,28,7,2,20,21,17,6,2,17,24,240,40,87,0.46,34,69,0.493,6,18,0.333,28,33,0.848,114,31,87,0.356,26,65,0.4,5,22,0.227,18,27,0.667,85,240,21,40,61,18,26,44
55,CLE,2014-02-19,33,51,22,,ORL,W 101-93,240,22,6,5,11,20,21,7,2,6,25,240,33,80,0.413,28,60,0.467,5,20,0.25,30,37,0.811,101,35,89,0.393,29,67,0.433,6,22,0.273,17,24,0.708,93,240,10,41,51,10,35,45
56,CLE,2014-02-21,32,47,21,@,TOR,L 91-98,240,21,5,8,14,18,23,8,4,8,23,240,32,82,0.39,26,62,0.419,6,20,0.3,21,29,0.724,91,40,93,0.43,33,72,0.458,7,21,0.333,11,13,0.846,98,240,17,30,47,12,30,42
57,CLE,2014-02-23,30,51,15,,WAS,L 83-96,240,15,2,2,12,12,26,7,3,5,19,240,30,78,0.385,28,60,0.467,2,18,0.111,21,26,0.808,83,41,96,0.427,33,76,0.434,8,20,0.4,6,10,0.6,96,240,13,38,51,15,33,48
58,CLE,2014-02-25,34,43,24,,TOR,L 93-99,240,24,6,1,12,21,27,5,6,14,21,240,34,84,0.405,29,67,0.433,5,17,0.294,20,24,0.833,93,35,79,0.443,25,47,0.532,10,32,0.313,19,24,0.792,99,240,14,29,43,10,29,39
59,CLE,2014-02-26,40,41,24,@,OKC,W 114-104,240,24,12,1,16,14,26,8,6,19,17,240,40,86,0.465,29,60,0.483,11,26,0.423,23,24,0.958,114,39,80,0.488,26,49,0.531,13,31,0.419,13,17,0.765,104,240,13,28,41,11,29,40
60,CLE,2014-02-28,43,56,28,,UTA,W 99-79,240,28,2,4,10,12,20,6,6,9,15,240,43,88,0.489,39,73,0.534,4,15,0.267,9,12,0.75,99,28,80,0.35,14,51,0.275,14,29,0.483,9,14,0.643,79,240,13,43,56,6,25,31
61,CLE,2014-03-01,39,33,20,@,MEM,L 96-110,240,20,5,3,12,16,24,8,7,9,11,240,39,79,0.494,32,61,0.525,7,18,0.389,11,15,0.733,96,44,81,0.543,35,62,0.565,9,19,0.474,13,18,0.722,110,240,8,25,33,11,25,36
62,CLE,2014-03-04,38,39,24,,SAS,L 101-122,240,24,5,3,16,24,39,12,10,11,18,240,38,79,0.481,28,60,0.467,10,19,0.526,15,20,0.75,101,43,90,0.478,29,57,0.509,14,33,0.424,22,24,0.917,122,240,4,35,39,7,35,42
63,CLE,2014-03-07,37,41,16,@,CHA,L 92-101,240,16,7,1,13,19,26,6,10,12,17,240,37,86,0.43,34,69,0.493,3,17,0.176,15,20,0.75,92,36,77,0.468,27,48,0.563,9,29,0.31,20,22,0.909,101,240,15,26,41,8,29,37
64,CLE,2014-03-08,36,37,21,,NYK,L 97-107,240,21,8,5,10,17,26,7,9,13,16,240,36,87,0.414,27,64,0.422,9,23,0.391,16,18,0.889,97,38,88,0.432,24,57,0.421,14,31,0.452,17,23,0.739,107,240,9,28,37,13,36,49
65,CLE,2014-03-12,38,51,20,@,PHO,W 110-101,240,20,6,1,18,21,20,11,1,12,21,240,38,81,0.469,26,57,0.456,12,24,0.5,22,27,0.815,110,39,90,0.433,29,54,0.537,10,36,0.278,13,22,0.591,101,240,13,38,51,12,24,36
66,CLE,2014-03-14,40,41,19,@,GSW,W 103-94,240,19,11,4,11,20,23,6,6,17,16,240,40,82,0.488,30,60,0.5,10,22,0.455,13,18,0.722,103,35,77,0.455,24,48,0.5,11,29,0.379,13,19,0.684,94,240,4,37,41,5,37,42
67,CLE,2014-03-16,29,48,19,@,LAC,L 80-102,240,19,2,1,17,17,32,8,3,5,20,240,29,83,0.349,21,59,0.356,8,24,0.333,14,20,0.7,80,42,94,0.447,34,66,0.515,8,28,0.286,10,15,0.667,102,240,16,32,48,10,31,41
68,CLE,2014-03-18,37,41,27,,MIA,L 96-100,240,27,6,5,19,28,22,10,7,14,18,240,37,72,0.514,30,50,0.6,7,22,0.318,15,22,0.682,96,34,75,0.453,22,45,0.489,12,30,0.4,20,31,0.645,100,240,4,37,41,7,29,36
