Rk,Team,Date,FG,TRB,AST,,Opp,Result,MP,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,MP,ORB,DRB,TRB,ORB,DRB,TRB
15,LAL,2013-11-26,44,34,30,@,WAS,L 111-116,240,30,4,5,16,19,25,15,2,10,14,240,44,83,0.53,31,55,0.564,13,28,0.464,10,13,0.769,111,46,87,0.529,40,66,0.606,6,21,0.286,18,22,0.818,116,240,9,25,34,10,32,42
16,LAL,2013-11-27,34,48,21,@,BRK,W 99-94,240,21,5,7,10,24,21,6,10,12,23,240,34,85,0.4,21,55,0.382,13,30,0.433,18,22,0.818,99,31,83,0.373,20,53,0.377,11,30,0.367,21,26,0.808,94,240,11,37,48,11,33,44
17,LAL,2013-11-29,36,44,24,@,DET,W 106-102,240,24,11,8,17,21,25,10,3,13,22,240,36,80,0.45,22,49,0.449,14,31,0.452,20,30,0.667,106,44,100,0.44,43,92,0.467,1,8,0.125,13,25,0.52,102,240,11,33,44,22,33,55
18,LAL,2013-12-01,40,41,25,,POR,L 108-114,240,25,8,7,9,21,28,6,1,12,19,240,40,87,0.46,30,59,0.508,10,28,0.357,18,23,0.783,108,38,87,0.437,29,64,0.453,9,23,0.391,29,34,0.853,114,240,9,32,41,15,37,52
19,LAL,2013-12-06,41,36,24,@,SAC,W 106-100,240,24,10,7,12,20,25,10,4,15,19,240,41,86,0.477,29,54,0.537,12,32,0.375,12,18,0.667,106,37,86,0.43,27,64,0.422,10,22,0.455,16,22,0.727,100,240,10,26,36,18,33,51
20,LAL,2013-12-08,34,40,22,,TOR,L 94-106,240,22,7,3,19,23,19,11,4,11,18,240,34,79,0.43,25,51,0.49,9,28,0.321,17,20,0.85,94,40,82,0.488,36,56,0.643,4,26,0.154,22,25,0.88,106,240,8,32,40,6,32,38
21,LAL,2013-12-10,39,33,22,,PHO,L 108-114,240,22,7,3,11,20,24,6,3,13,22,240,39,80,0.488,34,61,0.557,5,19,0.263,25,32,0.781,108,44,85,0.518,37,62,0.597,7,23,0.304,19,21,0.905,114,240,7,26,33,10,33,43
22,LAL,2013-12-13,36,41,26,@,OKC,L 97-122,240,26,7,4,19,17,34,14,8,14,25,240,36,87,0.414,29,62,0.468,7,25,0.28,18,31,0.581,97,47,99,0.475,39,74,0.527,8,25,0.32,20,23,0.87,122,240,15,26,41,20,39,59
23,LAL,2013-12-14,30,40,19,@,CHA,W 88-85,240,19,4,8,15,11,22,10,9,13,16,240,30,77,0.39,23,57,0.404,7,20,0.35,21,23,0.913,88,39,89,0.438,37,76,0.487,2,13,0.154,5,8,0.625,85,240,8,32,40,12,34,46
24,LAL,2013-12-16,39,43,18,@,ATL,L 100-114,240,18,6,4,14,16,34,10,6,10,18,240,39,82,0.476,34,61,0.557,5,21,0.238,17,21,0.81,100,45,92,0.489,34,65,0.523,11,27,0.407,13,15,0.867,114,240,12,31,43,15,29,44
25,LAL,2013-12-17,37,37,16,@,MEM,W 96-92,240,16,8,10,14,18,20,10,2,14,18,240,37,75,0.493,30,53,0.566,7,22,0.318,15,19,0.789,96,37,91,0.407,32,75,0.427,5,16,0.313,13,17,0.765,92,240,4,33,37,18,31,49
26,LAL,2013-12-20,42,43,27,,MIN,W 104-91,240,27,7,9,19,19,21,10,2,16,16,240,42,78,0.538,35,59,0.593,7,19,0.368,13,15,0.867,104,33,95,0.347,28,73,0.384,5,22,0.227,20,25,0.8,91,240,7,36,43,22,27,49
27,LAL,2013-12-21,26,50,11,@,GSW,L 83-102,240,11,8,5,24,18,19,14,5,16,24,240,26,80,0.325,22,60,0.367,4,20,0.2,27,33,0.818,83,38,98,0.388,26,67,0.388,12,31,0.387,14,19,0.737,102,240,12,38,50,16,39,55
28,LAL,2013-12-23,30,39,12,@,PHO,L 90-117,240,12,5,3,11,19,24,5,7,15,22,240,30,81,0.37,24,61,0.393,6,20,0.3,24,37,0.649,90,42,90,0.467,28,58,0.483,14,32,0.438,19,25,0.76,117,240,8,31,39,13,49,62
29,LAL,2013-12-25,33,47,15,,MIA,L 95-101,240,15,8,4,17,19,29,9,2,12,20,240,33,79,0.418,19,43,0.442,14,36,0.389,15,26,0.577,95,41,80,0.513,32,53,0.604,9,27,0.333,10,17,0.588,101,240,12,35,47,7,36,43
30,LAL,2013-12-27,40,37,16,@,UTA,L 103-105,240,16,8,4,14,19,25,9,3,15,18,240,40,80,0.5,33,57,0.579,7,23,0.304,16,23,0.696,103,40,88,0.455,31,65,0.477,9,23,0.391,16,20,0.8,105,240,8,29,37,11,32,43
31,LAL,2013-12-29,31,55,20,,PHI,L 104-111,240,20,4,8,20,20,24,13,6,10,24,240,31,84,0.369,19,47,0.404,12,37,0.324,30,34,0.882,104,39,95,0.411,33,71,0.465,6,24,0.25,27,33,0.818,111,240,18,37,55,17,32,49
32,LAL,2013-12-31,29,39,18,,MIL,L 79-94,240,18,2,10,13,20,17,10,4,7,16,240,29,81,0.358,22,57,0.386,7,24,0.292,14,18,0.778,79,40,91,0.44,34,68,0.5,6,23,0.261,8,14,0.571,94,240,9,30,39,16,35,51
33,LAL,2014-01-03,42,46,33,,UTA,W 110-99,240,33,4,6,10,25,28,5,3,10,20,240,42,81,0.519,32,57,0.561,10,24,0.417,16,21,0.762,110,38,86,0.442,30,60,0.5,8,26,0.308,15,23,0.652,99,240,10,36,46,12,29,41
34,LAL,2014-01-05,42,38,26,,DEN,L 115-137,240,26,8,5,15,18,32,12,8,15,25,240,42,89,0.472,39,68,0.574,3,21,0.143,28,36,0.778,115,53,99,0.535,41,70,0.586,12,29,0.414,19,24,0.792,137,240,9,29,38,17,41,58
35,LAL,2014-01-07,34,46,21,@,DAL,L 97-110,240,21,6,3,19,16,32,17,3,12,17,240,34,81,0.42,23,50,0.46,11,31,0.355,18,26,0.692,97,48,90,0.533,43,73,0.589,5,17,0.294,9,15,0.6,110,240,11,35,46,6,34,40
36,LAL,2014-01-08,36,47,20,@,HOU,L 99-113,240,20,7,7,18,32,18,12,3,9,19,240,36,88,0.409,29,64,0.453,7,24,0.292,20,25,0.8,99,39,86,0.453,32,58,0.552,7,28,0.25,28,50,0.56,113,240,14,33,47,16,36,52
37,LAL,2014-01-10,29,47,18,@,LAC,L 87-123,240,18,2,1,21,26,24,16,13,8,23,240,29,84,0.345,25,68,0.368,4,16,0.25,25,28,0.893,87,45,92,0.489,38,69,0.551,7,23,0.304,26,35,0.743,123,240,11,36,47,13,43,56
38,LAL,2014-01-14,44,35,35,,CLE,L 118-120,240,35,4,6,12,21,27,8,2,8,22,240,44,84,0.524,31,50,0.62,13,34,0.382,17,23,0.739,118,41,88,0.466,28,71,0.394,13,17,0.765,25,32,0.781,120,240,6,29,35,16,32,48
39,LAL,2014-01-15,43,43,26,@,PHO,L 114-121,240,26,5,7,17,22,23,12,6,17,21,240,43,91,0.473,37,71,0.521,6,20,0.3,22,24,0.917,114,49,100,0.49,45,81,0.556,4,19,0.211,19,25,0.76,121,240,8,35,43,16,37,53
40,LAL,2014-01-17,37,46,27,@,BOS,W 107-104,240,27,3,4,19,13,34,12,6,7,19,240,37,74,0.5,25,54,0.463,12,20,0.6,21,28,0.75,107,44,99,0.444,37,76,0.487,7,23,0.304,9,11,0.818,104,240,8,38,46,13,29,42
41,LAL,2014-01-19,37,31,20,@,TOR,W 112-106,240,20,6,2,9,13,30,6,4,13,21,240,37,80,0.463,25,58,0.431,12,22,0.545,26,28,0.929,112,44,90,0.489,35,60,0.583,9,30,0.3,9,11,0.818,106,240,6,25,31,13,34,47
42,LAL,2014-01-20,35,47,22,@,CHI,L 100-102 (OT),265,22,11,9,21,20,26,13,5,15,18,265,35,83,0.422,27,58,0.466,8,25,0.32,22,26,0.846,100,39,102,0.382,32,81,0.395,7,21,0.333,17,24,0.708,102,265,9,38,47,19,36,55
43,LAL,2014-01-23,40,35,21,@,MIA,L 102-109,240,21,12,1,11,17,25,7,4,18,23,240,40,88,0.455,31,63,0.492,9,25,0.36,13,21,0.619,102,45,78,0.577,37,58,0.638,8,20,0.4,11,23,0.478,109,240,13,22,35,12,36,48
44,LAL,2014-01-24,41,40,28,@,ORL,L 105-114,240,28,6,5,11,20,24,10,3,15,20,240,41,90,0.456,29,68,0.426,12,22,0.545,11,17,0.647,105,39,81,0.481,30,64,0.469,9,17,0.529,27,34,0.794,114,240,7,33,40,8,43,51
45,LAL,2014-01-26,39,35,16,@,NYK,L 103-110,240,16,6,3,11,20,21,4,6,11,19,240,39,75,0.52,28,52,0.538,11,23,0.478,14,18,0.778,103,43,90,0.478,32,64,0.5,11,26,0.423,13,18,0.722,110,240,5,30,35,16,29,45
46,LAL,2014-01-28,37,50,24,,IND,L 92-104,240,24,3,4,9,18,23,7,2,4,16,240,37,94,0.394,32,70,0.457,5,24,0.208,13,16,0.813,92,42,99,0.424,37,78,0.474,5,21,0.238,15,27,0.556,104,240,7,43,50,17,46,63
47,LAL,2014-01-31,36,41,23,,CHA,L 100-110,240,23,5,3,8,23,28,7,2,9,20,240,36,93,0.387,30,67,0.448,6,26,0.231,22,27,0.815,100,46,88,0.523,44,77,0.571,2,11,0.182,16,22,0.727,110,240,9,32,41,7,42,49
48,LAL,2014-02-04,33,38,25,@,MIN,L 99-109,240,25,8,4,16,25,28,8,5,13,19,240,33,79,0.418,23,58,0.397,10,21,0.476,23,26,0.885,99,37,83,0.446,29,66,0.439,8,17,0.471,27,38,0.711,109,240,7,31,38,11,42,53
49,LAL,2014-02-05,42,40,35,@,CLE,W 119-108,240,35,7,3,13,25,24,10,1,11,22,240,42,79,0.532,24,42,0.571,18,37,0.486,17,22,0.773,119,38,101,0.376,33,68,0.485,5,33,0.152,27,37,0.73,108,240,6,34,40,27,30,57
50,LAL,2014-02-07,45,40,34,@,PHI,W 112-98,240,34,14,9,14,15,23,8,2,22,18,240,45,89,0.506,37,71,0.521,8,18,0.444,14,20,0.7,112,37,87,0.425,22,55,0.4,15,32,0.469,9,17,0.529,98,240,7,33,40,12,38,50
51,LAL,2014-02-09,36,43,26,,CHI,L 86-92,240,26,7,5,18,15,21,13,6,14,16,240,36,82,0.439,30,63,0.476,6,19,0.316,8,11,0.727,86,34,80,0.425,27,58,0.466,7,22,0.318,17,17,1,92,240,7,36,43,8,35,43
52,LAL,2014-02-11,33,40,21,,UTA,L 79-96,240,21,6,7,11,15,23,10,6,11,14,240,33,85,0.388,29,69,0.42,4,16,0.25,9,13,0.692,79,37,85,0.435,31,68,0.456,6,17,0.353,16,25,0.64,96,240,10,30,40,15,40,55
53,LAL,2014-02-13,40,42,29,,OKC,L 103-107,240,29,6,4,22,18,23,14,8,14,23,240,40,83,0.482,30,55,0.545,10,28,0.357,13,22,0.591,103,39,88,0.443,31,60,0.517,8,28,0.286,21,24,0.875,107,240,7,35,42,9,35,44
54,LAL,2014-02-19,41,32,29,,HOU,L 108-134,240,29,10,5,19,19,28,15,6,14,15,240,41,84,0.488,27,57,0.474,14,27,0.519,12,15,0.8,108,52,104,0.5,34,69,0.493,18,35,0.514,12,25,0.48,134,240,3,29,32,19,37,56
55,LAL,2014-02-21,40,46,23,,BOS,W 101-92,240,23,7,7,18,19,23,11,1,14,19,240,40,83,0.482,33,61,0.541,7,22,0.318,14,19,0.737,101,38,97,0.392,34,75,0.453,4,22,0.182,12,17,0.706,92,240,9,37,46,16,31,47
56,LAL,2014-02-23,39,37,17,,BRK,L 102-108,240,17,11,5,17,24,28,13,2,18,20,240,39,76,0.513,32,59,0.542,7,17,0.412,17,26,0.654,102,36,76,0.474,24,51,0.471,12,25,0.48,24,32,0.75,108,240,10,27,37,12,29,41
57,LAL,2014-02-25,39,42,22,@,IND,L 98-118,240,22,11,12,16,23,25,11,10,17,21,240,39,90,0.433,31,67,0.463,8,23,0.348,12,20,0.6,98,47,101,0.465,42,85,0.494,5,16,0.313,19,25,0.76,118,240,10,32,42,21,41,62
58,LAL,2014-02-26,38,34,24,@,MEM,L 103-108,240,24,5,10,15,15,28,8,5,12,18,240,38,77,0.494,23,49,0.469,15,28,0.536,12,18,0.667,103,45,92,0.489,41,79,0.519,4,13,0.308,14,21,0.667,108,240,5,29,34,13,32,45
59,LAL,2014-02-28,48,31,35,,SAC,W 126-122,240,35,5,11,17,25,29,11,3,11,16,240,48,80,0.6,29,53,0.547,19,27,0.704,11,16,0.688,126,47,93,0.505,42,78,0.538,5,15,0.333,23,32,0.719,122,240,2,29,31,15,29,44
60,LAL,2014-03-03,43,44,29,@,POR,W 107-106,240,29,12,5,16,19,22,8,5,20,13,240,43,94,0.457,35,76,0.461,8,18,0.444,13,15,0.867,107,43,96,0.448,34,67,0.507,9,29,0.31,11,19,0.579,106,240,12,32,44,20,33,53
61,LAL,2014-03-04,46,30,29,,NOP,L 125-132,240,29,9,5,14,26,29,9,2,15,23,240,46,85,0.541,36,63,0.571,10,22,0.455,23,31,0.742,125,46,77,0.597,39,60,0.65,7,17,0.412,33,40,0.825,132,240,11,19,30,9,30,39
62,LAL,2014-03-06,34,33,26,,LAC,L 94-142,240,26,9,2,22,16,34,16,5,17,21,240,34,86,0.395,26,56,0.464,8,30,0.267,18,26,0.692,94,57,103,0.553,45,77,0.584,12,26,0.462,16,22,0.727,142,240,4,29,33,16,48,64
63,LAL,2014-03-07,45,47,30,@,DEN,L 126-134,240,30,8,6,14,21,36,8,4,12,24,240,45,97,0.464,33,70,0.471,12,27,0.444,24,30,0.8,126,54,99,0.545,40,75,0.533,14,24,0.583,12,21,0.571,134,240,12,35,47,7,36,43
64,LAL,2014-03-09,38,36,31,,OKC,W 114-110,240,31,7,6,15,16,26,11,2,16,30,240,38,81,0.469,25,50,0.5,13,31,0.419,25,30,0.833,114,42,100,0.42,30,65,0.462,12,35,0.343,14,21,0.667,110,240,1,35,36,19,40,59
65,LAL,2014-03-13,37,37,23,@,OKC,L 102-131,240,23,7,5,14,19,24,10,11,17,27,240,37,94,0.394,24,67,0.358,13,27,0.481,15,25,0.6,102,45,89,0.506,32,59,0.542,13,30,0.433,28,30,0.933,131,240,12,25,37,13,47,60
66,LAL,2014-03-14,31,37,23,@,SAS,L 85-119,240,23,9,7,9,15,36,7,8,15,19,240,31,91,0.341,27,70,0.386,4,21,0.19,19,25,0.76,85,48,98,0.49,35,71,0.493,13,27,0.481,10,13,0.769,119,240,8,29,37,18,46,64
67,LAL,2014-03-19,39,46,19,,SAS,L 109-125,240,19,10,6,12,19,34,9,6,12,21,240,39,91,0.429,30,65,0.462,9,26,0.346,22,29,0.759,109,50,95,0.526,38,68,0.559,12,27,0.444,13,16,0.813,125,240,12,34,46,9,43,52
68,LAL,2014-03-21,43,44,32,,WAS,L 107-117,240,32,12,5,21,22,21,9,7,19,22,240,43,91,0.473,36,72,0.5,7,19,0.368,14,23,0.609,107,42,87,0.483,32,62,0.516,10,25,0.4,23,29,0.793,117,240,11,33,44,9,35,44
69,LAL,2014-03-23,37,34,20,,ORL,W 103-94,240,20,9,4,14,16,26,5,3,18,24,240,37,80,0.463,31,64,0.484,6,16,0.375,23,29,0.793,103,37,82,0.451,31,63,0.492,6,19,0.316,14,17,0.824,94,240,7,27,34,13,33,46
70,LAL,2014-03-25,48,38,32,,NYK,W 127-96,240,32,10,2,16,23,23,9,4,15,16,240,48,83,0.578,30,55,0.545,18,28,0.643,13,15,0.867,127,36,74,0.486,32,59,0.542,4,15,0.267,20,27,0.741,96,240,8,30,38,8,24,32
71,LAL,2014-03-27,42,38,23,@,MIL,L 105-108,240,23,10,1,20,24,15,9,8,18,21,240,42,85,0.494,35,64,0.547,7,21,0.333,14,18,0.778,105,39,70,0.557,33,60,0.55,6,10,0.6,24,34,0.706,108,240,13,25,38,9,24,33
72,LAL,2014-03-28,44,26,22,@,MIN,L 107-143,240,22,15,2,8,30,33,6,2,21,14,240,44,102,0.431,37,77,0.481,7,25,0.28,12,15,0.8,107,51,76,0.671,43,58,0.741,8,18,0.444,33,40,0.825,143,240,14,12,26,9,40,49
73,LAL,2014-03-30,44,42,29,,PHO,W 115-99,240,29,10,5,13,21,20,9,2,13,20,240,44,83,0.53,39,65,0.6,5,18,0.278,22,24,0.917,115,35,91,0.385,27,55,0.491,8,36,0.222,21,28,0.75,99,240,5,37,42,13,35,48
74,LAL,2014-04-01,41,45,31,,POR,L 112-124,240,31,7,10,11,16,32,10,5,10,18,240,41,92,0.446,30,67,0.448,11,25,0.44,19,22,0.864,112,46,99,0.465,33,70,0.471,13,29,0.448,19,21,0.905,124,240,9,36,45,11,39,50
75,LAL,2014-04-02,37,52,26,@,SAC,L 102-107,240,26,7,6,10,21,16,8,4,8,18,240,37,96,0.385,25,68,0.368,12,28,0.429,16,20,0.8,102,42,86,0.488,37,71,0.521,5,15,0.333,18,27,0.667,107,240,14,38,52,8,39,47
76,LAL,2014-04-04,35,38,26,,DAL,L 95-107,240,26,10,5,15,14,28,8,4,16,17,240,35,83,0.422,28,55,0.509,7,28,0.25,18,24,0.75,95,44,92,0.478,39,71,0.549,5,21,0.238,14,15,0.933,107,240,10,28,38,15,37,52
77,LAL,2014-04-06,36,38,26,@,LAC,L 97-120,240,26,9,0,14,19,28,12,5,16,17,240,36,86,0.419,29,55,0.527,7,31,0.226,18,23,0.783,97,47,83,0.566,37,64,0.578,10,19,0.526,16,26,0.615,120,240,8,30,38,8,44,52
78,LAL,2014-04-08,44,33,38,,HOU,L 130-145,240,38,8,7,11,20,33,8,9,14,22,240,44,95,0.463,30,63,0.476,14,32,0.438,28,35,0.8,130,56,97,0.577,45,71,0.634,11,26,0.423,22,28,0.786,145,240,5,28,33,12,46,58
79,LAL,2014-04-11,35,42,23,,GSW,L 95-112,240,23,10,2,15,12,27,12,5,17,17,240,35,89,0.393,26,61,0.426,9,28,0.321,16,20,0.8,95,45,92,0.489,32,67,0.478,13,25,0.52,9,13,0.692,112,240,8,34,42,12,45,57
80,LAL,2014-04-13,35,32,29,,MEM,L 90-102,240,29,9,5,15,15,29,10,7,17,12,240,35,80,0.438,24,53,0.453,11,27,0.407,9,11,0.818,90,42,88,0.477,34,73,0.466,8,15,0.533,10,13,0.769,102,240,5,27,32,16,36,52
81,LAL,2014-04-14,45,36,31,@,UTA,W 119-104,240,31,11,6,13,16,25,5,4,18,16,240,45,82,0.549,35,58,0.603,10,24,0.417,19,22,0.864,119,42,81,0.519,36,62,0.581,6,19,0.316,14,20,0.7,104,240,9,27,36,9,28,37
82,LAL,2014-04-16,45,50,29,@,SAS,W 113-100,240,29,4,2,9,17,25,3,6,9,19,240,45,91,0.495,34,64,0.531,11,27,0.407,12,17,0.706,113,41,99,0.414,31,69,0.449,10,30,0.333,8,10,0.8,100,240,6,44,50,10,39,49
1,MEM,2013-10-30,39,44,24,@,SAS,L 94-101,240,24,6,3,14,15,25,3,6,15,18,240,39,93,0.419,31,78,0.397,8,15,0.533,8,15,0.533,94,40,76,0.526,29,56,0.518,11,20,0.55,10,16,0.625,101,240,11,33,44,4,36,40
2,MEM,2013-11-01,40,38,25,,DET,W 111-108 (OT),265,25,13,4,20,21,21,10,6,19,26,265,40,77,0.519,34,59,0.576,6,18,0.333,25,30,0.833,111,42,89,0.472,35,68,0.515,7,21,0.333,17,24,0.708,108,265,6,32,38,15,26,41
3,MEM,2013-11-02,37,51,20,@,DAL,L 99-111,240,20,6,2,17,34,18,12,4,11,20,240,37,87,0.425,34,71,0.479,3,16,0.188,22,26,0.846,99,32,80,0.4,25,61,0.41,7,19,0.368,40,46,0.87,111,240,17,34,51,14,31,45
4,MEM,2013-11-04,36,36,23,,BOS,W 95-88,240,23,6,2,18,19,14,9,6,17,21,240,36,74,0.486,31,59,0.525,5,15,0.333,18,22,0.818,95,33,70,0.471,26,50,0.52,7,20,0.35,15,18,0.833,88,240,9,27,36,4,28,32
5,MEM,2013-11-06,34,29,17,,NOP,L 84-99,240,17,5,5,18,20,16,10,5,13,17,240,34,71,0.479,30,56,0.536,4,15,0.267,12,14,0.857,84,38,78,0.487,34,65,0.523,4,13,0.308,19,21,0.905,99,240,7,22,29,13,26,39
6,MEM,2013-11-09,42,44,25,,GSW,W 108-90,240,25,8,5,16,23,17,8,3,17,24,240,42,79,0.532,37,66,0.561,5,13,0.385,19,25,0.76,108,33,78,0.423,23,48,0.479,10,30,0.333,14,26,0.538,90,240,8,36,44,9,24,33
7,MEM,2013-11-11,31,32,19,@,IND,L 79-95,240,19,6,4,10,20,25,5,9,13,22,240,31,75,0.413,27,67,0.403,4,8,0.5,13,19,0.684,79,37,76,0.487,31,57,0.544,6,19,0.316,15,18,0.833,95,240,7,25,32,9,36,45
8,MEM,2013-11-13,35,40,24,,TOR,L 87-103,240,24,6,5,17,24,14,12,6,13,21,240,35,82,0.427,29,61,0.475,6,21,0.286,11,17,0.647,87,31,67,0.463,23,52,0.442,8,15,0.533,33,39,0.846,103,240,11,29,40,9,28,37
9,MEM,2013-11-15,37,51,27,@,LAL,W 89-86,240,27,7,5,9,13,25,6,8,11,17,240,37,85,0.435,36,72,0.5,1,13,0.077,14,14,1,89,35,80,0.438,25,56,0.446,10,24,0.417,6,11,0.545,86,240,10,41,51,4,36,40
10,MEM,2013-11-17,40,49,30,@,SAC,W 97-86,240,30,4,4,16,20,21,8,2,8,20,240,40,72,0.556,36,59,0.61,4,13,0.308,13,18,0.722,97,33,87,0.379,26,64,0.406,7,23,0.304,13,17,0.765,86,240,7,42,49,11,24,35
11,MEM,2013-11-18,39,47,23,@,LAC,W 106-102,240,23,7,5,9,23,20,7,4,11,25,240,39,81,0.481,34,69,0.493,5,12,0.417,23,30,0.767,106,34,86,0.395,27,63,0.429,7,23,0.304,27,32,0.844,102,240,11,36,47,16,29,45
12,MEM,2013-11-20,34,48,17,@,GSW,W 88-81 (OT),265,17,8,6,6,17,24,3,3,14,20,265,34,88,0.386,31,76,0.408,3,12,0.25,17,19,0.895,88,36,82,0.439,31,64,0.484,5,18,0.278,4,8,0.5,81,265,16,32,48,7,36,43
13,MEM,2013-11-22,35,38,16,,SAS,L 86-102,240,16,7,2,14,18,25,8,3,15,18,240,35,80,0.438,32,69,0.464,3,11,0.273,13,17,0.765,86,42,79,0.532,35,62,0.565,7,17,0.412,11,16,0.688,102,240,12,26,38,11,30,41
14,MEM,2013-11-25,34,35,22,,HOU,L 86-93,240,22,12,7,15,22,12,7,6,18,20,240,34,82,0.415,30,69,0.435,4,13,0.308,14,18,0.778,86,34,69,0.493,28,45,0.622,6,24,0.25,19,27,0.704,93,240,14,21,35,11,32,43
15,MEM,2013-11-27,36,41,24,@,BOS,W 100-93,240,24,7,6,8,18,14,1,7,15,20,240,36,80,0.45,33,71,0.465,3,9,0.333,25,31,0.806,100,38,89,0.427,31,69,0.449,7,20,0.35,10,13,0.769,93,240,9,32,41,17,29,46
16,MEM,2013-11-30,36,33,20,,BRK,L 88-97,240,20,6,3,13,19,21,6,4,12,10,240,36,77,0.468,29,62,0.468,7,15,0.467,9,12,0.75,88,34,73,0.466,25,55,0.455,9,18,0.5,20,26,0.769,97,240,6,27,33,8,31,39
17,MEM,2013-12-03,46,43,26,,PHO,W 110-91,240,26,7,7,8,19,22,4,5,14,17,240,46,84,0.548,41,70,0.586,5,14,0.357,13,21,0.619,110,37,87,0.425,30,58,0.517,7,29,0.241,10,15,0.667,91,240,12,31,43,14,27,41
18,MEM,2013-12-05,29,38,16,,LAC,L 81-101,240,16,8,1,16,19,22,6,5,15,24,240,29,77,0.377,26,64,0.406,3,13,0.231,20,26,0.769,81,38,80,0.475,27,60,0.45,11,20,0.55,14,18,0.778,101,240,11,27,38,10,30,40
19,MEM,2013-12-07,31,40,13,,GSW,L 82-108,240,13,8,6,8,10,24,6,5,10,20,240,31,85,0.365,29,75,0.387,2,10,0.2,18,22,0.818,82,44,88,0.5,36,70,0.514,8,18,0.444,12,14,0.857,108,240,17,23,40,15,32,47
20,MEM,2013-12-09,36,52,23,,ORL,W 94-85,240,23,4,4,14,21,12,7,8,12,15,240,36,86,0.419,26,69,0.377,10,17,0.588,12,17,0.706,94,30,75,0.4,24,53,0.453,6,22,0.273,19,20,0.95,85,240,11,41,52,3,32,35
21,MEM,2013-12-11,34,33,17,,OKC,L 100-116,240,17,11,3,12,25,22,8,5,21,27,240,34,81,0.42,28,66,0.424,6,15,0.4,26,34,0.765,100,40,71,0.563,31,53,0.585,9,18,0.5,27,33,0.818,116,240,9,24,33,8,34,42
22,MEM,2013-12-13,40,42,24,@,NOP,L 98-104,240,24,3,2,11,17,22,3,5,6,12,240,40,80,0.5,34,65,0.523,6,15,0.4,12,17,0.706,98,39,76,0.513,30,54,0.556,9,22,0.409,17,20,0.85,104,240,12,30,42,8,23,31
23,MEM,2013-12-15,37,47,17,,MIN,L 93-101,240,17,5,2,9,20,22,7,5,9,17,240,37,83,0.446,32,68,0.471,5,15,0.333,14,20,0.7,93,35,79,0.443,23,53,0.434,12,26,0.462,19,25,0.76,101,240,13,34,47,10,34,44
24,MEM,2013-12-17,37,49,20,,LAL,L 92-96,240,20,10,2,14,18,16,8,10,14,18,240,37,91,0.407,32,75,0.427,5,16,0.313,13,17,0.765,92,37,75,0.493,30,53,0.566,7,22,0.318,15,19,0.789,96,240,18,31,49,4,33,37
25,MEM,2013-12-18,37,43,23,@,DAL,L 91-105,240,23,11,2,15,25,25,11,10,15,16,240,37,93,0.398,29,75,0.387,8,18,0.444,9,14,0.643,91,40,73,0.548,35,58,0.603,5,15,0.333,20,23,0.87,105,240,22,21,43,11,31,42
26,MEM,2013-12-21,39,56,17,@,NYK,W 95-87,240,17,5,3,16,16,21,12,6,7,15,240,39,82,0.476,38,73,0.521,1,9,0.111,16,19,0.842,95,33,79,0.418,27,57,0.474,6,22,0.273,15,23,0.652,87,240,13,43,56,6,23,29
27,MEM,2013-12-23,39,40,24,,UTA,W 104-94,240,24,9,7,6,15,24,4,7,13,16,240,39,83,0.47,28,63,0.444,11,20,0.55,15,20,0.75,104,35,75,0.467,24,51,0.471,11,24,0.458,13,15,0.867,94,240,11,29,40,8,30,38
28,MEM,2013-12-26,38,49,20,@,HOU,L 92-100,240,20,6,4,9,30,17,3,7,9,19,240,38,93,0.409,33,75,0.44,5,18,0.278,11,20,0.55,92,31,71,0.437,26,47,0.553,5,24,0.208,33,40,0.825,100,240,20,29,49,7,34,41
29,MEM,2013-12-28,47,46,26,,DEN,W 120-99,240,26,12,3,7,22,17,5,7,14,18,240,47,91,0.516,39,72,0.542,8,19,0.421,18,25,0.72,120,33,70,0.471,23,48,0.479,10,22,0.455,23,28,0.821,99,240,19,27,46,6,19,25
30,MEM,2013-12-30,35,37,19,,CHI,L 91-95,240,19,13,6,20,27,16,13,10,20,21,240,35,78,0.449,35,73,0.479,0,5,0,21,28,0.75,91,28,65,0.431,22,50,0.44,6,15,0.4,33,42,0.786,95,240,12,25,37,9,28,37
31,MEM,2014-01-02,44,59,20,@,PHO,W 99-91,240,20,6,4,15,16,18,11,5,12,14,240,44,92,0.478,41,78,0.526,3,14,0.214,8,14,0.571,99,37,90,0.411,29,60,0.483,8,30,0.267,9,16,0.563,91,240,19,40,59,13,27,40
32,MEM,2014-01-03,37,35,23,@,DEN,L 108-111,240,23,11,3,13,21,27,7,5,16,28,240,37,76,0.487,32,64,0.5,5,12,0.417,29,38,0.763,108,43,80,0.538,34,58,0.586,9,22,0.409,16,21,0.762,111,240,10,25,35,11,30,41
33,MEM,2014-01-05,43,59,31,@,DET,W 112-84,240,31,4,4,10,15,23,4,5,11,20,240,43,92,0.467,35,77,0.455,8,15,0.533,18,22,0.818,112,35,86,0.407,31,69,0.449,4,17,0.235,10,20,0.5,84,240,19,40,59,12,31,43
