Rk,Team,Date,FG,TRB,AST,,Opp,Result,MP,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,MP,ORB,DRB,TRB,ORB,DRB,TRB
76,DAL,2007-04-07,34,46,15,,POR,W 86-74,240,15,8,7,18,18,14,8,4,15,26,240,34,67,0.507,32,60,0.533,2,7,0.286,16,28,0.571,86,29,77,0.377,26,62,0.419,3,15,0.2,13,19,0.684,74,240,8,38,46,9,25,34
77,DAL,2007-04-09,33,33,17,,LAC,W 96-86,240,17,10,4,13,18,23,8,4,15,23,240,33,66,0.5,28,58,0.483,5,8,0.625,25,29,0.862,96,34,72,0.472,32,63,0.508,2,9,0.222,16,16,1,86,240,8,25,33,11,23,34
78,DAL,2007-04-11,41,48,24,@,MIN,W 105-88,240,24,7,0,12,20,17,8,0,13,20,240,41,86,0.477,32,63,0.508,9,23,0.391,14,22,0.636,105,31,75,0.413,29,61,0.475,2,14,0.143,24,28,0.857,88,240,16,32,48,7,31,38
79,DAL,2007-04-13,33,26,18,,UTA,L 89-104,240,18,10,3,8,25,25,2,3,17,25,240,33,74,0.446,28,56,0.5,5,18,0.278,18,27,0.667,89,37,71,0.521,32,58,0.552,5,13,0.385,25,31,0.806,104,240,7,19,26,15,35,50
80,DAL,2007-04-15,34,37,16,,SAS,W 91-86,240,16,7,4,12,22,15,9,5,11,21,240,34,77,0.442,31,66,0.47,3,11,0.273,20,27,0.741,91,34,78,0.436,32,65,0.492,2,13,0.154,16,18,0.889,86,240,7,30,37,7,33,40
81,DAL,2007-04-17,28,50,9,@,GSW,L 82-111,240,9,4,7,15,28,24,10,8,8,28,240,28,76,0.368,26,64,0.406,2,12,0.167,24,34,0.706,82,35,84,0.417,24,62,0.387,11,22,0.5,30,37,0.811,111,240,14,36,50,15,38,53
82,DAL,2007-04-18,43,38,26,@,SEA,W 106-75,240,26,7,5,9,21,13,5,3,16,17,240,43,81,0.531,39,68,0.574,4,13,0.308,16,18,0.889,106,29,69,0.42,28,62,0.452,1,7,0.143,16,24,0.667,75,240,10,28,38,7,24,31
83,DAL,2007-04-22,30,50,16,,GSW,L 85-97,240,16,10,6,13,18,16,7,6,14,22,240,30,85,0.353,24,66,0.364,6,19,0.316,19,25,0.76,85,35,81,0.432,25,51,0.49,10,30,0.333,17,22,0.773,97,240,19,31,50,14,31,45
84,DAL,2007-04-25,37,41,15,,GSW,W 112-99,240,15,14,9,15,23,9,7,5,24,29,240,37,76,0.487,36,60,0.6,1,16,0.063,37,43,0.86,112,36,76,0.474,32,56,0.571,4,20,0.2,23,27,0.852,99,240,12,29,41,8,26,34
85,DAL,2007-04-27,31,44,16,@,GSW,L 91-109,240,16,9,3,16,25,16,8,7,14,31,240,31,80,0.388,27,65,0.415,4,15,0.267,25,37,0.676,91,39,81,0.481,33,58,0.569,6,23,0.261,25,34,0.735,109,240,17,27,44,12,34,46
86,DAL,2007-04-29,35,49,18,@,GSW,L 99-103,240,18,6,8,16,28,16,8,4,10,23,240,35,80,0.438,26,55,0.473,9,25,0.36,20,26,0.769,99,34,74,0.459,22,43,0.512,12,31,0.387,23,37,0.622,103,240,15,34,49,10,24,34
87,DAL,2007-05-01,40,44,22,,GSW,W 118-112,240,22,7,2,14,23,23,8,1,15,28,240,40,79,0.506,30,58,0.517,10,21,0.476,28,36,0.778,118,39,83,0.47,23,48,0.479,16,35,0.457,18,26,0.692,112,240,11,33,44,11,27,38
88,DAL,2007-05-03,32,38,20,@,GSW,L 86-111,240,20,4,2,15,26,24,11,3,13,16,240,32,85,0.376,20,48,0.417,12,37,0.324,10,13,0.769,86,37,79,0.468,23,49,0.469,14,30,0.467,23,30,0.767,111,240,10,28,38,16,37,53
1,DEN,2006-11-02,34,56,24,@,LAC,L 95-96,240,24,9,6,19,27,20,5,6,18,26,240,34,88,0.386,30,65,0.462,4,23,0.174,23,30,0.767,95,35,82,0.427,28,63,0.444,7,19,0.368,19,26,0.731,96,240,13,43,56,5,33,38
2,DEN,2006-11-03,43,36,23,,MIN,L 109-112,240,23,4,3,15,27,22,7,4,16,25,240,43,85,0.506,39,73,0.534,4,12,0.333,19,27,0.704,109,42,81,0.519,39,70,0.557,3,11,0.273,25,33,0.758,112,240,11,25,36,13,28,41
3,DEN,2006-11-08,38,37,24,,NYK,L 107-109,240,24,8,4,16,22,23,8,7,20,31,240,38,85,0.447,35,76,0.461,3,9,0.333,28,35,0.8,107,40,80,0.5,31,63,0.492,9,17,0.529,20,27,0.741,109,240,14,23,37,14,32,46
4,DEN,2006-11-10,40,42,25,@,PHI,W 108-101,240,25,10,1,17,20,24,7,3,21,26,240,40,87,0.46,34,69,0.493,6,18,0.333,22,28,0.786,108,39,82,0.476,36,69,0.522,3,13,0.231,20,25,0.8,101,240,12,30,42,11,30,41
5,DEN,2006-11-12,39,36,21,@,CHA,W 108-101,240,21,17,2,15,26,24,9,7,29,30,240,39,91,0.429,35,75,0.467,4,16,0.25,26,34,0.765,108,39,82,0.476,37,67,0.552,2,15,0.133,21,30,0.7,101,240,11,25,36,18,31,49
6,DEN,2006-11-14,40,47,24,@,MIA,W 112-105,240,24,12,5,13,22,20,5,7,17,23,240,40,89,0.449,34,62,0.548,6,27,0.222,26,29,0.897,112,34,77,0.442,20,47,0.426,14,30,0.467,23,28,0.821,105,240,13,34,47,9,30,39
7,DEN,2006-11-15,32,36,17,@,ORL,L 99-108,240,17,16,2,19,27,16,6,7,26,32,240,32,75,0.427,28,59,0.475,4,16,0.25,31,43,0.721,99,34,68,0.5,24,52,0.462,10,16,0.625,30,40,0.75,108,240,11,25,36,9,34,43
8,DEN,2006-11-18,41,58,24,,TOR,W 117-109,240,24,6,4,20,24,32,11,3,8,23,240,41,91,0.451,30,64,0.469,11,27,0.407,24,29,0.828,117,42,91,0.462,36,67,0.537,6,24,0.25,19,27,0.704,109,240,18,40,58,10,27,37
9,DEN,2006-11-21,41,51,25,,CHI,W 113-109,240,25,9,6,19,26,22,7,8,17,25,240,41,89,0.461,34,65,0.523,7,24,0.292,24,32,0.75,113,39,90,0.433,31,66,0.47,8,24,0.333,23,29,0.793,109,240,16,35,51,16,31,47
10,DEN,2006-11-22,41,54,21,@,GSW,W 115-112,240,21,6,4,24,22,31,12,10,14,30,240,41,83,0.494,36,63,0.571,5,20,0.25,28,36,0.778,115,42,94,0.447,32,65,0.492,10,29,0.345,18,29,0.621,112,240,17,37,54,12,22,34
11,DEN,2006-11-24,52,39,42,,GSW,W 140-129,240,42,15,6,19,26,30,8,5,26,28,240,52,94,0.553,44,71,0.62,8,23,0.348,28,35,0.8,140,53,93,0.57,45,67,0.672,8,26,0.308,15,24,0.625,129,240,15,24,39,15,24,39
12,DEN,2006-11-26,41,46,27,,LAC,W 103-88,240,27,11,9,20,19,14,12,3,19,22,240,41,79,0.519,39,65,0.6,2,14,0.143,19,23,0.826,103,32,88,0.364,28,76,0.368,4,12,0.333,20,26,0.769,88,240,14,32,46,20,26,46
13,DEN,2006-11-28,38,39,27,,MEM,L 96-108,240,27,8,6,14,16,30,4,2,12,17,240,38,78,0.487,34,64,0.531,4,14,0.286,16,27,0.593,96,45,92,0.489,39,76,0.513,6,16,0.375,12,14,0.857,108,240,9,30,39,14,30,44
14,DEN,2006-12-01,43,52,24,@,MIN,W 106-92,240,24,8,4,14,17,22,9,9,18,21,240,43,95,0.453,37,78,0.474,6,17,0.353,14,16,0.875,106,38,86,0.442,33,73,0.452,5,13,0.385,11,12,0.917,92,240,20,32,52,11,29,40
15,DEN,2006-12-02,42,41,31,,IND,W 121-101,240,31,9,7,10,23,26,6,6,26,33,240,42,88,0.477,31,68,0.456,11,20,0.55,26,38,0.684,121,39,85,0.459,34,72,0.472,5,13,0.385,18,30,0.6,101,240,14,27,41,20,34,54
16,DEN,2006-12-06,38,45,28,,ATL,L 96-98,240,28,9,3,19,27,20,6,5,20,25,240,38,83,0.458,34,68,0.5,4,15,0.267,16,33,0.485,96,32,77,0.416,21,50,0.42,11,27,0.407,23,29,0.793,98,240,17,28,45,12,27,39
17,DEN,2006-12-08,46,39,33,,MIA,W 123-107,240,33,5,9,13,28,25,5,6,13,23,240,46,85,0.541,37,68,0.544,9,17,0.529,22,29,0.759,123,41,90,0.456,37,74,0.5,4,16,0.25,21,28,0.75,107,240,10,29,39,16,23,39
18,DEN,2006-12-09,33,41,15,@,DAL,L 90-105,240,15,11,2,19,24,22,8,7,22,24,240,33,86,0.384,30,71,0.423,3,15,0.2,21,28,0.75,90,41,83,0.494,36,70,0.514,5,13,0.385,18,22,0.818,105,240,20,21,41,19,32,51
19,DEN,2006-12-12,37,46,28,@,ATL,W 100-87,240,28,10,6,21,24,18,14,8,17,22,240,37,75,0.493,30,57,0.526,7,18,0.389,19,26,0.731,100,35,86,0.407,32,73,0.438,3,13,0.231,14,21,0.667,87,240,10,36,46,10,26,36
20,DEN,2006-12-13,37,38,21,@,WAS,L 91-120,240,21,6,3,20,25,26,8,4,12,20,240,37,82,0.451,36,72,0.5,1,10,0.1,16,20,0.8,91,44,88,0.5,35,60,0.583,9,28,0.321,23,26,0.885,120,240,10,28,38,11,28,39
21,DEN,2006-12-15,43,36,26,@,BOS,L 114-119,240,26,7,4,7,24,33,5,1,16,20,240,43,88,0.489,37,70,0.529,6,18,0.333,22,31,0.71,114,42,75,0.56,32,50,0.64,10,25,0.4,25,30,0.833,119,240,11,25,36,6,31,37
22,DEN,2006-12-16,45,39,28,@,NYK,W 123-100,240,28,6,9,13,22,21,7,7,16,23,240,45,79,0.57,38,66,0.576,7,13,0.538,26,29,0.897,123,41,95,0.432,34,69,0.493,7,26,0.269,11,19,0.579,100,240,8,31,39,20,21,41
23,DEN,2006-12-18,40,55,20,,WAS,W 117-108,240,20,3,7,17,21,25,11,5,10,34,240,40,84,0.476,37,71,0.521,3,13,0.231,34,44,0.773,117,44,112,0.393,36,79,0.456,8,33,0.242,12,18,0.667,108,240,14,41,55,19,31,50
24,DEN,2006-12-22,36,48,23,,SAC,L 96-101,240,23,11,6,13,21,28,7,7,20,20,240,36,97,0.371,29,67,0.433,7,30,0.233,17,31,0.548,96,38,86,0.442,34,72,0.472,4,14,0.286,21,29,0.724,101,240,17,31,48,12,39,51
25,DEN,2006-12-26,40,53,25,,BOS,W 116-105,240,25,10,5,14,17,21,10,12,16,32,240,40,90,0.444,33,77,0.429,7,13,0.538,29,43,0.674,116,42,93,0.452,38,80,0.475,4,13,0.308,17,27,0.63,105,240,20,33,53,18,30,48
26,DEN,2006-12-28,41,46,16,,SEA,W 112-98,240,16,7,1,22,22,23,12,10,19,24,240,41,84,0.488,37,70,0.529,4,14,0.286,26,32,0.813,112,38,82,0.463,34,68,0.5,4,14,0.286,18,25,0.72,98,240,15,31,46,7,26,33
27,DEN,2006-12-29,33,46,13,@,NOK,L 89-99,240,13,9,3,14,23,25,8,6,17,20,240,33,89,0.371,26,63,0.413,7,26,0.269,16,19,0.842,89,38,81,0.469,33,71,0.465,5,10,0.5,18,23,0.783,99,240,13,33,46,6,41,47
28,DEN,2006-12-31,30,37,17,,DAL,L 85-89,240,17,12,6,16,21,23,7,8,21,23,240,30,80,0.375,29,70,0.414,1,10,0.1,24,30,0.8,85,34,81,0.42,29,55,0.527,5,26,0.192,16,21,0.762,89,240,7,30,37,12,37,49
29,DEN,2007-01-02,33,48,20,,PHI,L 97-108,240,20,3,7,22,21,27,15,5,12,22,240,33,85,0.388,23,56,0.411,10,29,0.345,21,30,0.7,97,41,90,0.456,39,82,0.476,2,8,0.25,24,30,0.8,108,240,16,32,48,15,30,45
30,DEN,2007-01-05,39,49,24,@,LAL,L 104-123,240,24,12,2,14,17,39,7,8,13,15,240,39,92,0.424,32,76,0.421,7,16,0.438,19,24,0.792,104,47,96,0.49,34,68,0.5,13,28,0.464,16,22,0.727,123,240,17,32,49,14,34,48
31,DEN,2007-01-06,29,44,16,,UTA,L 84-96,240,16,7,4,18,19,26,9,4,18,26,240,29,75,0.387,24,49,0.49,5,26,0.192,21,31,0.677,84,38,83,0.458,32,67,0.478,6,16,0.375,14,17,0.824,96,240,13,31,44,13,32,45
32,DEN,2007-01-08,35,52,23,,MIL,W 104-92,240,23,8,8,16,19,24,8,2,10,26,240,35,79,0.443,28,62,0.452,7,17,0.412,27,36,0.75,104,37,96,0.385,33,81,0.407,4,15,0.267,14,21,0.667,92,240,15,37,52,18,29,47
33,DEN,2007-01-10,35,41,15,,SAS,L 83-92,240,15,5,2,17,19,23,11,9,10,16,240,35,77,0.455,33,68,0.485,2,9,0.222,11,15,0.733,83,40,83,0.482,37,68,0.544,3,15,0.2,9,21,0.429,92,240,7,34,41,11,35,46
34,DEN,2007-01-12,32,51,17,,HOU,L 86-90,240,17,5,5,13,20,24,8,4,9,16,240,32,92,0.348,23,64,0.359,9,28,0.321,13,17,0.765,86,32,75,0.427,22,50,0.44,10,25,0.4,16,28,0.571,90,240,13,38,51,4,37,41
35,DEN,2007-01-14,38,41,22,@,POR,W 109-93,240,22,11,2,20,21,22,9,7,17,23,240,38,77,0.494,28,57,0.491,10,20,0.5,23,26,0.885,109,35,81,0.432,26,58,0.448,9,23,0.391,14,21,0.667,93,240,12,29,41,13,22,35
36,DEN,2007-01-19,41,45,23,,CLE,W 110-99,240,23,7,5,14,21,22,9,2,13,23,240,41,81,0.506,35,66,0.53,6,15,0.4,22,25,0.88,110,35,83,0.422,26,61,0.426,9,22,0.409,20,29,0.69,99,240,7,38,45,10,31,41
37,DEN,2007-01-20,41,47,21,@,HOU,W 121-113 (OT),265,21,8,9,15,16,27,6,3,16,29,265,41,89,0.461,26,60,0.433,15,29,0.517,24,37,0.649,121,43,96,0.448,31,70,0.443,12,26,0.462,15,19,0.789,113,265,12,35,47,16,32,48
38,DEN,2007-01-22,43,49,32,,MEM,W 115-98,240,32,13,6,14,27,24,8,4,20,29,240,43,96,0.448,36,72,0.5,7,24,0.292,22,36,0.611,115,37,81,0.457,35,70,0.5,2,11,0.182,22,31,0.71,98,240,19,30,49,11,34,45
39,DEN,2007-01-23,41,41,23,@,SEA,W 117-112,240,23,10,6,14,17,27,10,0,14,24,240,41,87,0.471,31,65,0.477,10,22,0.455,25,32,0.781,117,46,89,0.517,40,69,0.58,6,20,0.3,14,17,0.824,112,240,14,27,41,12,28,40
40,DEN,2007-01-26,38,37,17,@,UTA,L 111-116,240,17,9,3,18,31,27,4,3,12,28,240,38,76,0.5,34,65,0.523,4,11,0.364,31,40,0.775,111,41,80,0.513,36,62,0.581,5,18,0.278,29,40,0.725,116,240,12,25,37,10,28,38
41,DEN,2007-01-27,34,38,21,,NJN,L 102-112,240,21,3,5,14,23,22,10,3,9,22,240,34,77,0.442,28,54,0.519,6,23,0.261,28,35,0.8,102,39,84,0.464,29,59,0.492,10,25,0.4,24,37,0.649,112,240,4,34,38,10,35,45
42,DEN,2007-01-29,37,36,26,,CHA,L 101-105,240,26,5,9,11,22,27,6,7,16,24,240,37,80,0.463,33,63,0.524,4,17,0.235,23,29,0.793,101,40,81,0.494,33,63,0.524,7,18,0.389,18,24,0.75,105,240,9,27,36,12,31,43
43,DEN,2007-01-31,32,31,13,@,POR,L 91-100,240,13,4,2,19,22,20,7,6,18,27,240,32,72,0.444,29,59,0.492,3,13,0.231,24,31,0.774,91,38,79,0.481,33,67,0.493,5,12,0.417,19,23,0.826,100,240,11,20,31,13,27,40
44,DEN,2007-02-02,42,37,27,,POR,W 114-107 (OT),265,27,8,7,14,27,25,7,4,17,30,265,42,79,0.532,38,68,0.559,4,11,0.364,26,39,0.667,114,35,84,0.417,25,57,0.439,10,27,0.37,27,32,0.844,107,265,8,29,37,12,28,40
45,DEN,2007-02-03,32,61,21,@,SAC,L 87-94,240,21,2,10,21,24,19,14,5,9,18,240,32,84,0.381,22,59,0.373,10,25,0.4,13,20,0.65,87,36,95,0.379,28,72,0.389,8,23,0.348,14,19,0.737,94,240,15,46,61,8,37,45
46,DEN,2007-02-05,43,48,30,,PHO,L 108-113,240,30,7,4,14,25,25,9,4,12,20,240,43,91,0.473,36,71,0.507,7,20,0.35,15,21,0.714,108,39,81,0.481,30,59,0.508,9,22,0.409,26,33,0.788,113,240,15,33,48,7,31,38
47,DEN,2007-02-07,44,46,28,,NOK,L 112-114 (OT),265,28,8,8,13,23,18,7,5,12,21,265,44,98,0.449,39,76,0.513,5,22,0.227,19,27,0.704,112,46,106,0.434,40,92,0.435,6,14,0.429,16,25,0.64,114,265,14,32,46,21,36,57
48,DEN,2007-02-09,33,41,19,@,IND,W 102-95,240,19,7,2,20,23,26,8,6,14,32,240,33,68,0.485,29,56,0.518,4,12,0.333,32,43,0.744,102,38,89,0.427,30,67,0.448,8,22,0.364,11,13,0.846,95,240,10,31,41,14,23,37
49,DEN,2007-02-10,41,44,28,@,MIL,W 109-102,240,28,11,4,12,11,24,5,5,15,25,240,41,85,0.482,36,67,0.537,5,18,0.278,22,32,0.688,109,42,84,0.5,32,66,0.485,10,18,0.556,8,10,0.8,102,240,15,29,44,8,27,35
50,DEN,2007-02-12,49,46,37,,GSW,W 123-111,240,37,8,4,14,20,29,7,8,18,21,240,49,96,0.51,42,74,0.568,7,22,0.318,18,27,0.667,123,44,83,0.53,36,58,0.621,8,25,0.32,15,20,0.75,111,240,22,24,46,9,25,34
51,DEN,2007-02-14,37,30,28,@,MIN,L 94-99,240,28,6,4,17,16,26,6,2,12,13,240,37,72,0.514,31,55,0.564,6,17,0.353,14,17,0.824,94,42,93,0.452,39,80,0.488,3,13,0.231,12,14,0.857,99,240,5,25,30,18,28,46
52,DEN,2007-02-20,31,42,15,@,SAS,L 80-95,240,15,7,6,18,24,21,9,3,8,20,240,31,73,0.425,26,60,0.433,5,13,0.385,13,20,0.65,80,38,82,0.463,33,63,0.524,5,19,0.263,14,27,0.519,95,240,11,31,42,12,29,41
53,DEN,2007-02-23,35,36,20,,UTA,L 104-114,240,20,7,3,24,26,25,10,3,15,30,240,35,67,0.522,32,58,0.552,3,9,0.333,31,42,0.738,104,40,83,0.482,34,66,0.515,6,17,0.353,28,38,0.737,114,240,7,29,36,14,26,40
54,DEN,2007-02-24,33,38,20,@,DAL,L 95-115,240,20,13,4,23,24,22,12,7,17,25,240,33,75,0.44,30,65,0.462,3,10,0.3,26,33,0.788,95,45,88,0.511,41,79,0.519,4,9,0.444,21,28,0.75,115,240,6,32,38,11,34,45
55,DEN,2007-02-26,40,45,21,@,MEM,W 111-107,240,21,8,4,14,15,21,3,5,14,27,240,40,81,0.494,36,70,0.514,4,11,0.364,27,37,0.73,111,44,84,0.524,36,65,0.554,8,19,0.421,11,17,0.647,107,240,11,34,45,8,31,39
56,DEN,2007-02-28,42,37,28,,ORL,W 111-101,240,28,15,7,12,18,24,7,4,25,28,240,42,84,0.5,38,69,0.551,4,15,0.267,23,31,0.742,111,39,80,0.488,30,65,0.462,9,15,0.6,14,19,0.737,101,240,10,27,37,11,33,44
57,DEN,2007-03-02,37,40,23,,HOU,L 97-108,240,23,2,10,18,19,24,9,2,12,18,240,37,78,0.474,32,63,0.508,5,15,0.333,18,23,0.783,97,41,98,0.418,27,68,0.397,14,30,0.467,12,17,0.706,108,240,5,35,40,18,33,51
58,DEN,2007-03-06,41,46,28,,NOK,W 106-91,240,28,7,8,16,21,20,7,8,13,18,240,41,81,0.506,34,65,0.523,7,16,0.438,17,21,0.81,106,36,92,0.391,29,74,0.392,7,18,0.389,12,19,0.632,91,240,10,36,46,17,29,46
59,DEN,2007-03-07,33,49,17,@,GSW,L 96-110,240,17,11,8,17,17,31,10,9,17,25,240,33,86,0.384,25,63,0.397,8,23,0.348,22,29,0.759,96,41,93,0.441,25,59,0.424,16,34,0.471,12,14,0.857,110,240,14,35,49,13,37,50
60,DEN,2007-03-09,29,44,18,,DET,L 82-95,240,18,7,5,19,21,26,9,4,13,23,240,29,77,0.377,23,58,0.397,6,19,0.316,18,27,0.667,82,35,82,0.427,29,65,0.446,6,17,0.353,19,24,0.792,95,240,10,34,44,9,34,43
61,DEN,2007-03-11,44,49,25,@,SAC,W 113-101,240,25,9,7,20,23,20,14,2,17,20,240,44,90,0.489,38,75,0.507,6,15,0.4,19,22,0.864,113,36,83,0.434,29,58,0.5,7,25,0.28,22,29,0.759,101,240,15,34,49,9,27,36
62,DEN,2007-03-13,38,46,21,,POR,W 107-99,240,21,12,9,15,17,23,12,8,18,24,240,38,84,0.452,36,76,0.474,2,8,0.25,29,35,0.829,107,40,94,0.426,36,84,0.429,4,10,0.4,15,21,0.714,99,240,15,31,46,17,33,50
63,DEN,2007-03-15,41,41,28,,LAL,W 113-86,240,28,9,1,14,25,24,4,5,13,24,240,41,76,0.539,31,61,0.508,10,15,0.667,21,28,0.75,113,34,83,0.41,31,61,0.508,3,22,0.136,15,23,0.652,86,240,10,31,41,13,23,36
64,DEN,2007-03-17,51,47,35,,PHO,W 131-107,240,35,12,8,16,18,26,9,4,20,20,240,51,89,0.573,46,75,0.613,5,14,0.357,24,31,0.774,131,40,90,0.444,31,63,0.492,9,27,0.333,18,22,0.818,107,240,11,36,47,9,29,38
65,DEN,2007-03-20,32,48,22,@,NJN,W 94-90,240,22,8,5,16,24,25,6,4,14,21,240,32,80,0.4,27,63,0.429,5,17,0.294,25,32,0.781,94,34,85,0.4,31,66,0.47,3,19,0.158,19,22,0.864,90,240,10,38,48,7,33,40
66,DEN,2007-03-22,41,38,27,@,CHI,L 108-109,240,27,11,9,22,18,26,9,4,15,21,240,41,74,0.554,36,61,0.59,5,13,0.385,21,24,0.875,108,47,101,0.465,40,87,0.46,7,14,0.5,8,13,0.615,109,240,10,28,38,21,24,45
67,DEN,2007-03-23,33,44,18,@,TOR,L 94-121,240,18,5,0,14,14,31,8,9,13,22,240,33,87,0.379,25,67,0.373,8,20,0.4,20,27,0.741,94,49,86,0.57,37,63,0.587,12,23,0.522,11,12,0.917,121,240,17,27,44,9,35,44
68,DEN,2007-03-25,43,37,29,@,CLE,W 105-93,240,29,7,3,12,10,24,7,2,12,17,240,43,72,0.597,38,58,0.655,5,14,0.357,14,25,0.56,105,41,91,0.451,38,71,0.535,3,20,0.15,8,10,0.8,93,240,2,35,37,11,28,39
69,DEN,2007-03-26,39,46,24,@,DET,L 109-113 (OT),265,24,11,5,14,25,21,9,6,18,20,265,39,92,0.424,31,71,0.437,8,21,0.381,23,28,0.821,109,40,79,0.506,35,61,0.574,5,18,0.278,28,32,0.875,113,265,17,29,46,7,34,41
70,DEN,2007-03-28,36,37,22,,SEA,L 97-100,240,22,9,3,10,17,27,8,4,20,23,240,36,88,0.409,32,70,0.457,4,18,0.222,21,29,0.724,97,40,73,0.548,32,57,0.561,8,16,0.5,12,17,0.706,100,240,14,23,37,6,37,43
71,DEN,2007-03-30,40,37,12,@,PHO,L 108-125,240,12,8,6,14,21,30,12,6,13,27,240,40,84,0.476,37,68,0.544,3,16,0.188,25,33,0.758,108,49,89,0.551,39,69,0.565,10,20,0.5,17,21,0.81,125,240,12,25,37,11,29,40
72,DEN,2007-04-01,41,41,23,@,SEA,W 114-103,240,23,10,3,17,22,19,11,4,16,27,240,41,74,0.554,34,54,0.63,7,20,0.35,25,36,0.694,114,36,78,0.462,24,48,0.5,12,30,0.4,19,25,0.76,103,240,13,28,41,9,17,26
73,DEN,2007-04-03,40,42,23,@,LAL,W 111-105,240,23,7,7,14,22,30,3,6,14,24,240,40,83,0.482,35,73,0.479,5,10,0.5,26,36,0.722,111,40,90,0.444,37,73,0.507,3,17,0.176,22,26,0.846,105,240,10,32,42,7,34,41
74,DEN,2007-04-04,41,48,31,,SAC,W 120-115,240,31,3,6,16,23,31,9,2,10,30,240,41,83,0.494,35,65,0.538,6,18,0.333,32,43,0.744,120,43,95,0.453,34,76,0.447,9,19,0.474,20,27,0.741,115,240,11,37,48,12,32,44
75,DEN,2007-04-06,27,47,19,,DAL,W 75-71,240,19,6,7,11,18,20,5,5,16,23,240,27,76,0.355,26,69,0.377,1,7,0.143,20,27,0.741,75,30,83,0.361,27,66,0.409,3,17,0.176,8,11,0.727,71,240,9,38,47,13,36,49
76,DEN,2007-04-07,37,37,24,@,LAC,W 96-93,240,24,8,7,17,18,27,12,7,18,21,240,37,76,0.487,30,59,0.508,7,17,0.412,15,23,0.652,96,36,83,0.434,34,72,0.472,2,11,0.182,19,24,0.792,93,240,9,28,37,15,26,41
77,DEN,2007-04-09,35,49,20,,LAL,W 115-111,240,20,7,7,16,25,28,10,1,11,33,240,35,78,0.449,29,58,0.5,6,20,0.3,39,49,0.796,115,41,94,0.436,32,72,0.444,9,22,0.409,20,28,0.714,111,240,15,34,49,14,25,39
78,DEN,2007-04-11,38,35,22,@,UTA,W 115-106,240,22,6,8,16,18,34,6,3,14,25,240,38,71,0.535,28,50,0.56,10,21,0.476,29,33,0.879,115,45,91,0.495,38,77,0.494,7,14,0.5,9,13,0.692,106,240,5,30,35,12,26,38
79,DEN,2007-04-13,44,37,23,@,NOK,W 107-105,240,23,9,12,8,13,16,5,5,11,16,240,44,84,0.524,39,69,0.565,5,15,0.333,14,20,0.7,107,43,92,0.467,37,67,0.552,6,25,0.24,13,16,0.813,105,240,10,27,37,17,30,47
80,DEN,2007-04-14,45,35,27,@,MEM,L 118-133,240,27,7,3,21,32,29,14,6,16,21,240,45,86,0.523,35,58,0.603,10,28,0.357,18,22,0.818,118,48,83,0.578,44,77,0.571,4,6,0.667,33,43,0.767,133,240,12,23,35,14,24,38
81,DEN,2007-04-16,42,44,24,,MIN,W 122-107,240,24,11,10,17,20,32,10,4,17,24,240,42,84,0.5,36,66,0.545,6,18,0.333,32,40,0.8,122,43,90,0.478,39,76,0.513,4,14,0.286,17,22,0.773,107,240,13,31,44,8,29,37
82,DEN,2007-04-18,42,55,28,@,SAS,W 100-77,240,28,5,3,15,21,14,7,3,9,17,240,42,85,0.494,31,59,0.525,11,26,0.423,5,16,0.313,100,29,81,0.358,24,61,0.393,5,20,0.25,14,21,0.667,77,240,12,43,55,8,31,39
83,DEN,2007-04-22,35,44,13,@,SAS,W 95-89,240,13,8,3,15,13,22,6,4,13,20,240,35,77,0.455,31,64,0.484,4,13,0.308,21,25,0.84,95,37,88,0.42,29,64,0.453,8,24,0.333,7,10,0.7,89,240,15,29,44,14,21,35
84,DEN,2007-04-25,34,44,17,@,SAS,L 88-97,240,17,7,4,12,19,20,5,6,12,16,240,34,88,0.386,27,72,0.375,7,16,0.438,13,17,0.765,88,35,80,0.438,29,66,0.439,6,14,0.429,21,23,0.913,97,240,14,30,44,10,34,44
85,DEN,2007-04-28,33,46,19,,SAS,L 91-96,240,19,3,4,14,16,23,7,9,11,20,240,33,77,0.429,30,65,0.462,3,12,0.25,22,30,0.733,91,37,86,0.43,28,65,0.431,9,21,0.429,13,14,0.929,96,240,15,31,46,14,27,41
86,DEN,2007-04-30,37,41,23,,SAS,L 89-96,240,23,5,4,16,23,25,10,2,10,17,240,37,78,0.474,35,62,0.565,2,16,0.125,13,16,0.813,89,37,81,0.457,29,56,0.518,8,25,0.32,14,20,0.7,96,240,7,34,41,10,31,41
87,DEN,2007-05-02,29,42,16,@,SAS,L 78-93,240,16,5,6,16,19,25,7,5,10,16,240,29,77,0.377,22,62,0.355,7,15,0.467,13,17,0.765,78,38,80,0.475,28,59,0.475,10,21,0.476,7,14,0.5,93,240,14,28,42,12,28,40
1,DET,2006-11-01,31,48,19,,MIL,L 97-105,240,19,3,9,22,23,26,12,0,8,25,240,31,72,0.431,23,51,0.451,8,21,0.381,27,34,0.794,97,43,93,0.462,41,79,0.519,2,14,0.143,17,25,0.68,105,240,13,35,48,11,27,38
