Rk,Team,Date,FG,TRB,AST,,Opp,Result,MP,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,MP,ORB,DRB,TRB,ORB,DRB,TRB
11,ATL,2006-11-25,26,41,10,@,ORL,L 79-98,240,10,6,8,19,24,21,11,9,17,24,240,26,73,0.356,24,60,0.4,2,13,0.154,25,33,0.758,79,35,77,0.455,28,61,0.459,7,16,0.438,21,29,0.724,98,240,11,30,41,9,37,46
12,ATL,2006-11-28,36,44,24,@,WAS,L 95-96,240,24,7,3,17,29,21,11,6,20,23,240,36,86,0.419,28,68,0.412,8,18,0.444,15,20,0.75,95,31,66,0.47,23,47,0.489,8,19,0.421,26,32,0.813,96,240,15,29,44,6,32,38
13,ATL,2006-11-29,37,45,20,,CHA,W 99-90,240,20,3,11,17,25,20,7,3,7,20,240,37,78,0.474,29,56,0.518,8,22,0.364,17,17,1,99,30,82,0.366,26,65,0.4,4,17,0.235,26,33,0.788,90,240,11,34,45,15,22,37
14,ATL,2006-12-01,32,32,15,,CLE,L 95-106,240,15,7,3,11,25,20,7,3,15,22,240,32,71,0.451,28,58,0.483,4,13,0.308,27,34,0.794,95,41,78,0.526,34,62,0.548,7,16,0.438,17,29,0.586,106,240,7,25,32,13,29,42
15,ATL,2006-12-03,40,33,21,@,POR,W 107-96,240,21,10,5,12,20,25,6,7,21,22,240,40,78,0.513,32,61,0.525,8,17,0.471,19,26,0.731,107,35,71,0.493,28,58,0.483,7,13,0.538,19,24,0.792,96,240,7,26,33,8,26,34
16,ATL,2006-12-05,32,28,18,@,SEA,L 87-102,240,18,13,4,19,21,19,8,9,23,22,240,32,83,0.386,26,60,0.433,6,23,0.261,17,18,0.944,87,42,76,0.553,39,68,0.574,3,8,0.375,15,19,0.789,102,240,12,16,28,17,27,44
17,ATL,2006-12-06,32,39,20,@,DEN,W 98-96,240,20,6,5,20,25,28,9,3,19,27,240,32,77,0.416,21,50,0.42,11,27,0.407,23,29,0.793,98,38,83,0.458,34,68,0.5,4,15,0.267,16,33,0.485,96,240,12,27,39,17,28,45
18,ATL,2006-12-08,36,35,16,@,LAL,L 95-106,240,16,11,5,15,22,29,6,4,19,17,240,36,83,0.434,31,69,0.449,5,14,0.357,18,23,0.783,95,39,70,0.557,31,51,0.608,8,19,0.421,20,25,0.8,106,240,14,21,35,9,33,42
19,ATL,2006-12-10,32,41,15,@,SAC,L 92-117,240,15,2,3,25,28,25,5,4,12,25,240,32,77,0.416,27,60,0.45,5,17,0.294,23,31,0.742,92,43,75,0.573,41,67,0.612,2,8,0.25,29,38,0.763,117,240,16,25,41,4,25,29
20,ATL,2006-12-12,35,36,18,,DEN,L 87-100,240,18,14,8,17,22,28,10,6,21,24,240,35,86,0.407,32,73,0.438,3,13,0.231,14,21,0.667,87,37,75,0.493,30,57,0.526,7,18,0.389,19,26,0.731,100,240,10,26,36,10,36,46
21,ATL,2006-12-13,26,32,16,@,NYK,L 82-94,240,16,5,5,15,25,16,11,3,13,23,240,26,69,0.377,21,54,0.389,5,15,0.333,25,31,0.806,82,33,74,0.446,28,55,0.509,5,19,0.263,23,34,0.676,94,240,11,21,32,15,33,48
22,ATL,2006-12-15,38,37,20,@,MEM,W 97-88,240,20,10,8,18,29,13,12,6,19,20,240,38,71,0.535,35,59,0.593,3,12,0.25,18,25,0.72,97,24,65,0.369,20,48,0.417,4,17,0.235,36,38,0.947,88,240,8,29,37,8,21,29
23,ATL,2006-12-16,41,40,25,,CHI,L 104-106 (OT),265,25,12,5,15,30,19,6,5,18,18,265,41,91,0.451,34,69,0.493,7,22,0.318,15,23,0.652,104,35,78,0.449,27,63,0.429,8,15,0.533,28,39,0.718,106,265,13,27,40,13,33,46
24,ATL,2006-12-20,35,37,23,,UTA,L 106-112,240,23,15,6,19,32,28,13,4,23,30,240,35,75,0.467,32,65,0.492,3,10,0.3,33,44,0.75,106,39,70,0.557,31,55,0.564,8,15,0.533,26,42,0.619,112,240,13,24,37,11,24,35
25,ATL,2006-12-22,34,37,23,,IND,L 90-100,240,23,7,8,19,23,25,11,7,19,22,240,34,74,0.459,30,64,0.469,4,10,0.4,18,22,0.818,90,40,88,0.455,31,67,0.463,9,21,0.429,11,22,0.5,100,240,11,26,37,19,26,45
26,ATL,2006-12-23,33,47,15,@,DET,L 81-108,240,15,4,4,14,28,26,8,16,7,21,240,33,91,0.363,32,84,0.381,1,7,0.143,14,22,0.636,81,36,73,0.493,30,58,0.517,6,15,0.4,30,39,0.769,108,240,24,23,47,11,27,38
27,ATL,2006-12-27,31,39,16,,CLE,L 76-89,240,16,16,4,22,21,13,13,8,19,16,240,31,79,0.392,28,62,0.452,3,17,0.176,11,15,0.733,76,34,78,0.436,31,72,0.431,3,6,0.5,18,24,0.75,89,240,12,27,39,12,33,45
28,ATL,2006-12-29,25,37,13,@,HOU,L 68-94,240,13,5,1,14,26,18,7,2,9,24,240,25,72,0.347,25,61,0.41,0,11,0,18,30,0.6,68,36,71,0.507,29,53,0.547,7,18,0.389,15,29,0.517,94,240,10,27,37,9,37,46
29,ATL,2006-12-31,29,35,19,@,SAS,L 81-95,240,19,10,3,20,25,20,8,4,17,20,240,29,74,0.392,23,60,0.383,6,14,0.429,17,19,0.895,81,37,80,0.463,35,71,0.493,2,9,0.222,19,27,0.704,95,240,8,27,35,14,32,46
30,ATL,2007-01-05,31,28,12,@,TOR,L 92-105,240,12,8,2,12,25,23,7,3,14,25,240,31,64,0.484,28,54,0.519,3,10,0.3,27,31,0.871,92,40,73,0.548,33,57,0.579,7,16,0.438,18,27,0.667,105,240,7,21,28,13,23,36
31,ATL,2007-01-06,31,42,16,,LAC,W 86-74,240,16,9,1,10,24,13,4,1,19,22,240,31,73,0.425,28,63,0.444,3,10,0.3,21,29,0.724,86,28,70,0.4,25,61,0.41,3,9,0.333,15,22,0.682,74,240,12,30,42,14,27,41
32,ATL,2007-01-09,25,43,13,@,IND,L 72-91,240,13,8,7,15,22,23,8,9,17,24,240,25,78,0.321,22,70,0.314,3,8,0.375,19,24,0.792,72,36,85,0.424,30,67,0.448,6,18,0.333,13,17,0.765,91,240,17,26,43,20,34,54
33,ATL,2007-01-10,30,43,18,,NOK,L 77-96,240,18,12,0,10,24,20,5,4,21,15,240,30,90,0.333,27,79,0.342,3,11,0.273,14,17,0.824,77,34,65,0.523,25,49,0.51,9,16,0.563,19,26,0.731,96,240,13,30,43,3,38,41
34,ATL,2007-01-12,37,42,26,,DET,W 99-93,240,26,8,7,14,20,21,5,6,10,20,240,37,74,0.5,28,55,0.509,9,19,0.474,16,22,0.727,99,35,81,0.432,30,68,0.441,5,13,0.385,18,23,0.783,93,240,14,28,42,14,24,38
35,ATL,2007-01-15,39,39,23,,BOS,W 100-96,240,23,11,9,16,18,16,7,6,20,23,240,39,79,0.494,36,68,0.529,3,11,0.273,19,25,0.76,100,34,75,0.453,25,58,0.431,9,17,0.529,19,23,0.826,96,240,15,24,39,12,26,38
36,ATL,2007-01-17,44,42,31,@,MIN,W 105-88,240,31,5,4,9,17,24,6,3,11,13,240,44,81,0.543,37,68,0.544,7,13,0.538,10,15,0.667,105,39,89,0.438,35,73,0.479,4,16,0.25,6,9,0.667,88,240,12,30,42,18,24,42
37,ATL,2007-01-19,30,31,13,,CHA,L 75-96,240,13,8,4,9,17,20,6,5,12,22,240,30,74,0.405,30,68,0.441,0,6,0,15,21,0.714,75,39,81,0.481,35,64,0.547,4,17,0.235,14,22,0.636,96,240,7,24,31,15,32,47
38,ATL,2007-01-20,33,27,15,@,CHA,L 85-104,240,15,4,5,16,23,26,4,5,13,24,240,33,65,0.508,32,64,0.5,1,1,1,18,21,0.857,85,42,65,0.646,37,56,0.661,5,9,0.556,15,22,0.682,104,240,10,17,27,5,20,25
39,ATL,2007-01-23,33,39,19,@,CHI,L 86-94,240,19,9,8,16,26,26,6,10,16,24,240,33,77,0.429,32,68,0.471,1,9,0.111,19,29,0.655,86,36,76,0.474,34,68,0.5,2,8,0.25,20,29,0.69,94,240,10,29,39,9,30,39
40,ATL,2007-01-24,30,50,16,@,BOS,W 82-76,240,16,4,7,10,21,13,4,10,13,23,240,30,83,0.361,28,71,0.394,2,12,0.167,20,28,0.714,82,25,79,0.316,22,64,0.344,3,15,0.2,23,30,0.767,76,240,15,35,50,13,35,48
41,ATL,2007-01-26,37,34,21,@,ORL,W 93-90,240,21,7,3,16,27,18,4,2,17,17,240,37,67,0.552,33,57,0.579,4,10,0.4,15,18,0.833,93,35,62,0.565,30,50,0.6,5,12,0.417,15,28,0.536,90,240,11,23,34,7,19,26
42,ATL,2007-01-27,31,40,20,,PHI,L 89-104,240,20,8,5,13,21,21,6,11,16,21,240,31,77,0.403,28,67,0.418,3,10,0.3,24,31,0.774,89,39,72,0.542,34,62,0.548,5,10,0.5,21,27,0.778,104,240,16,24,40,6,29,35
43,ATL,2007-01-29,33,39,25,,ORL,W 93-83,240,25,7,5,19,22,13,10,3,14,18,240,33,68,0.485,26,54,0.481,7,14,0.5,20,27,0.741,93,28,71,0.394,27,62,0.435,1,9,0.111,26,32,0.813,83,240,8,31,39,11,19,30
44,ATL,2007-01-31,41,48,24,,GSW,W 115-94,240,24,8,6,19,30,22,12,4,12,22,240,41,85,0.482,30,58,0.517,11,27,0.407,22,24,0.917,115,32,73,0.438,31,58,0.534,1,15,0.067,29,41,0.707,94,240,15,33,48,9,22,31
45,ATL,2007-02-02,36,35,16,,TOR,L 91-103,240,16,5,3,12,25,26,6,1,10,18,240,36,79,0.456,33,65,0.508,3,14,0.214,16,16,1,91,36,73,0.493,27,52,0.519,9,21,0.429,22,27,0.815,103,240,9,26,35,11,25,36
46,ATL,2007-02-04,38,39,25,@,NJN,W 101-99 (OT),265,25,6,5,15,26,28,10,5,11,23,265,38,82,0.463,31,67,0.463,7,15,0.467,18,20,0.9,101,37,75,0.493,32,61,0.525,5,14,0.357,20,34,0.588,99,265,12,27,39,13,23,36
47,ATL,2007-02-05,28,42,19,,LAL,L 83-90,240,19,9,4,16,25,18,10,3,16,28,240,28,71,0.394,23,53,0.434,5,18,0.278,22,32,0.688,83,32,75,0.427,27,56,0.482,5,19,0.263,21,28,0.75,90,240,12,30,42,13,33,46
48,ATL,2007-02-07,28,46,17,,NJN,L 85-87,240,17,7,6,13,23,20,2,2,16,22,240,28,76,0.368,26,63,0.413,2,13,0.154,27,31,0.871,85,35,76,0.461,28,60,0.467,7,16,0.438,10,20,0.5,87,240,18,28,46,12,29,41
49,ATL,2007-02-09,42,41,14,@,PHO,W 120-111,240,14,6,6,11,28,19,5,5,12,26,240,42,81,0.519,37,70,0.529,5,11,0.455,31,41,0.756,120,38,77,0.494,31,59,0.525,7,18,0.389,28,37,0.757,111,240,14,27,41,7,32,39
50,ATL,2007-02-11,43,42,30,@,GSW,W 106-105,240,30,8,8,18,26,22,4,4,17,23,240,43,85,0.506,38,75,0.507,5,10,0.5,15,27,0.556,106,39,84,0.464,33,66,0.5,6,18,0.333,21,28,0.75,105,240,12,30,42,14,30,44
51,ATL,2007-02-12,27,32,10,@,UTA,L 76-102,240,10,3,7,12,24,24,7,4,15,25,240,27,73,0.37,26,67,0.388,1,6,0.167,21,27,0.778,76,32,72,0.444,26,59,0.441,6,13,0.462,32,36,0.889,102,240,10,22,32,15,37,52
52,ATL,2007-02-14,33,44,18,@,LAC,W 96-93,240,18,8,9,10,22,24,9,9,13,26,240,33,82,0.402,31,75,0.413,2,7,0.286,28,36,0.778,96,32,73,0.438,25,56,0.446,7,17,0.412,22,30,0.733,93,240,13,31,44,7,32,39
53,ATL,2007-02-20,26,40,15,@,CHI,L 81-106,240,15,6,6,13,21,23,4,5,9,25,240,26,73,0.356,24,62,0.387,2,11,0.182,27,38,0.711,81,41,86,0.477,38,79,0.481,3,7,0.429,21,23,0.913,106,240,9,31,40,10,41,51
54,ATL,2007-02-21,37,48,19,,SAS,L 96-103,240,19,6,6,12,26,16,6,4,12,24,240,37,84,0.44,36,78,0.462,1,6,0.167,21,35,0.6,96,35,82,0.427,31,66,0.47,4,16,0.25,29,32,0.906,103,240,16,32,48,11,32,43
55,ATL,2007-02-23,37,43,20,,HOU,W 105-99,240,20,6,4,7,17,18,3,5,9,27,240,37,78,0.474,34,69,0.493,3,9,0.333,28,40,0.7,105,37,81,0.457,29,58,0.5,8,23,0.348,17,23,0.739,99,240,12,31,43,10,28,38
56,ATL,2007-02-25,41,43,22,,PHO,L 106-115,240,22,3,8,12,29,27,6,4,11,17,240,41,85,0.482,36,71,0.507,5,14,0.357,19,21,0.905,106,41,81,0.506,32,64,0.5,9,17,0.529,24,30,0.8,115,240,14,29,43,10,25,35
57,ATL,2007-02-26,34,33,14,@,DAL,L 87-110,240,14,5,3,17,21,23,8,4,8,19,240,34,66,0.515,33,63,0.524,1,3,0.333,18,25,0.72,87,44,81,0.543,37,67,0.552,7,14,0.5,15,23,0.652,110,240,9,24,33,11,25,36
58,ATL,2007-02-28,41,32,28,@,NOK,L 100-107,240,28,4,9,11,27,23,8,5,9,14,240,41,78,0.526,35,65,0.538,6,13,0.462,12,15,0.8,100,36,83,0.434,31,75,0.413,5,8,0.625,30,38,0.789,107,240,3,29,32,14,32,46
59,ATL,2007-03-02,31,42,19,@,WAS,L 92-93,240,19,8,8,16,20,22,7,5,15,20,240,31,76,0.408,26,62,0.419,5,14,0.357,25,26,0.962,92,38,87,0.437,32,73,0.438,6,14,0.429,11,16,0.688,93,240,13,29,42,18,28,46
60,ATL,2007-03-03,32,45,19,,NYK,L 100-104 (OT),265,19,8,5,20,26,17,12,1,12,28,265,32,73,0.438,24,57,0.421,8,16,0.5,28,34,0.824,100,35,84,0.417,25,60,0.417,10,24,0.417,24,36,0.667,104,265,10,35,45,13,31,44
61,ATL,2007-03-05,31,40,13,@,MIA,L 81-88,240,13,5,5,16,30,20,9,3,13,17,240,31,76,0.408,27,63,0.429,4,13,0.308,15,22,0.682,81,29,67,0.433,21,48,0.438,8,19,0.421,22,37,0.595,88,240,10,30,40,6,34,40
62,ATL,2007-03-07,31,42,15,,WAS,W 100-97,240,15,5,10,19,20,15,10,5,21,29,240,31,69,0.449,29,59,0.492,2,10,0.2,36,42,0.857,100,37,85,0.435,33,66,0.5,4,19,0.211,19,20,0.95,97,240,11,31,42,12,27,39
63,ATL,2007-03-09,40,39,20,,MEM,W 106-105,240,20,8,5,15,21,22,6,8,16,27,240,40,84,0.476,37,75,0.493,3,9,0.333,23,30,0.767,106,43,86,0.5,38,72,0.528,5,14,0.357,14,18,0.778,105,240,13,26,39,14,31,45
64,ATL,2007-03-10,36,36,23,,MIN,W 99-93,240,23,8,5,13,16,23,3,7,12,16,240,36,75,0.48,30,62,0.484,6,13,0.462,21,22,0.955,99,36,72,0.5,30,60,0.5,6,12,0.5,15,19,0.789,93,240,8,28,36,4,27,31
65,ATL,2007-03-13,40,47,23,,PHI,W 104-92,240,23,6,4,17,24,16,10,6,15,20,240,40,81,0.494,37,71,0.521,3,10,0.3,21,27,0.778,104,34,79,0.43,31,71,0.437,3,8,0.375,21,24,0.875,92,240,17,30,47,11,22,33
66,ATL,2007-03-14,24,34,14,@,BOS,L 88-109,240,14,10,3,20,26,27,11,5,17,32,240,24,63,0.381,20,55,0.364,4,8,0.5,36,44,0.818,88,41,81,0.506,35,66,0.53,6,15,0.4,21,28,0.75,109,240,6,28,34,11,33,44
67,ATL,2007-03-17,35,42,18,@,IND,L 90-113,240,18,3,6,18,24,27,11,7,10,24,240,35,78,0.449,34,68,0.5,1,10,0.1,19,27,0.704,90,41,77,0.532,33,59,0.559,8,18,0.444,23,25,0.92,113,240,18,24,42,9,25,34
68,ATL,2007-03-19,43,45,32,,SAC,W 99-76,240,32,10,6,11,24,12,5,3,18,20,240,43,89,0.483,41,79,0.519,2,10,0.2,11,15,0.733,99,28,74,0.378,25,54,0.463,3,20,0.15,17,25,0.68,76,240,12,33,45,10,29,39
69,ATL,2007-03-21,33,45,25,,MIA,L 83-91,240,25,8,5,17,23,25,9,4,16,21,240,33,82,0.402,31,72,0.431,2,10,0.2,15,24,0.625,83,36,72,0.5,31,54,0.574,5,18,0.278,14,21,0.667,91,240,18,27,45,8,32,40
70,ATL,2007-03-23,36,43,27,,POR,L 100-102 (OT),265,27,6,10,17,25,20,7,6,17,22,265,36,86,0.419,26,66,0.394,10,20,0.5,18,19,0.947,100,37,91,0.407,33,77,0.429,4,14,0.286,24,32,0.75,102,265,10,33,43,21,32,53
71,ATL,2007-03-25,28,38,15,,DAL,L 97-104,240,15,8,2,14,22,23,9,3,16,32,240,28,68,0.412,27,65,0.415,1,3,0.333,40,49,0.816,97,36,68,0.529,29,55,0.527,7,13,0.538,25,30,0.833,104,240,9,29,38,5,34,39
72,ATL,2007-03-26,36,34,19,@,MIA,L 89-106,240,19,6,7,16,32,20,9,4,11,14,240,36,73,0.493,30,61,0.492,6,12,0.5,11,14,0.786,89,34,69,0.493,28,56,0.5,6,13,0.462,32,45,0.711,106,240,8,26,34,14,26,40
73,ATL,2007-03-28,32,49,19,@,CHA,L 87-101,240,19,8,9,21,24,27,10,10,13,24,240,32,80,0.4,30,72,0.417,2,8,0.25,21,29,0.724,87,37,76,0.487,31,64,0.484,6,12,0.5,21,30,0.7,101,240,16,33,49,6,32,38
74,ATL,2007-04-01,36,41,16,,CHI,L 97-105,240,16,5,11,18,23,18,8,9,12,21,240,36,78,0.462,33,70,0.471,3,8,0.375,22,26,0.846,97,40,85,0.471,36,73,0.493,4,12,0.333,21,26,0.808,105,240,12,29,41,12,27,39
75,ATL,2007-04-04,33,45,18,@,NJN,L 86-101,240,18,10,6,15,22,28,4,6,16,20,240,33,81,0.407,31,68,0.456,2,13,0.154,18,25,0.72,86,35,73,0.479,24,50,0.48,11,23,0.478,20,30,0.667,101,240,13,32,45,10,33,43
76,ATL,2007-04-06,41,52,29,,MIL,W 115-102,240,29,11,6,11,25,20,6,3,13,24,240,41,88,0.466,32,68,0.471,9,20,0.45,24,34,0.706,115,33,75,0.44,24,55,0.436,9,20,0.45,27,39,0.692,102,240,17,35,52,10,26,36
77,ATL,2007-04-08,42,41,23,@,PHI,L 104-109 (OT),265,23,7,3,11,33,26,7,7,12,26,265,42,87,0.483,41,79,0.519,1,8,0.125,19,26,0.731,104,36,82,0.439,34,68,0.5,2,14,0.143,35,42,0.833,109,265,11,30,41,14,27,41
78,ATL,2007-04-10,41,39,21,,BOS,W 104-96,240,21,6,5,17,17,18,7,2,11,22,240,41,68,0.603,38,62,0.613,3,6,0.5,19,24,0.792,104,36,78,0.462,28,62,0.452,8,16,0.5,16,20,0.8,96,240,10,29,39,11,16,27
79,ATL,2007-04-13,33,33,22,,WAS,L 85-98,240,22,9,5,17,22,27,7,1,16,23,240,33,69,0.478,32,67,0.478,1,2,0.5,18,27,0.667,85,36,73,0.493,27,51,0.529,9,22,0.409,17,26,0.654,98,240,10,23,33,14,23,37
80,ATL,2007-04-14,32,32,13,@,CLE,L 76-110,240,13,6,5,16,18,33,12,5,12,19,240,32,73,0.438,32,68,0.471,0,5,0,12,21,0.571,76,44,77,0.571,38,63,0.603,6,14,0.429,16,26,0.615,110,240,9,23,32,11,33,44
81,ATL,2007-04-16,36,48,22,@,MIL,L 96-102,240,22,7,3,14,19,29,5,4,13,22,240,36,79,0.456,34,71,0.479,2,8,0.25,22,28,0.786,96,41,86,0.477,30,66,0.455,11,20,0.55,9,16,0.563,102,240,14,34,48,15,29,44
82,ATL,2007-04-17,44,41,30,,IND,W 118-102,240,30,7,9,11,25,22,7,6,16,32,240,44,83,0.53,44,77,0.571,0,6,0,30,36,0.833,118,35,71,0.493,30,57,0.526,5,14,0.357,27,32,0.844,102,240,12,29,41,7,26,33
1,BOS,2006-11-01,30,52,18,,NOK,L 87-91,240,18,5,6,19,31,17,6,4,15,31,240,30,75,0.4,27,59,0.458,3,16,0.188,24,39,0.615,87,36,84,0.429,35,73,0.479,1,11,0.091,18,33,0.545,91,240,10,42,52,10,36,46
2,BOS,2006-11-03,34,44,23,,DET,L 88-101,240,23,4,4,15,19,26,7,5,6,17,240,34,75,0.453,29,63,0.46,5,12,0.417,15,20,0.75,88,37,88,0.42,33,75,0.44,4,13,0.308,23,30,0.767,101,240,8,36,44,16,32,48
3,BOS,2006-11-04,37,43,21,@,WAS,L 117-124,240,21,2,1,20,31,22,11,6,10,27,240,37,70,0.529,26,47,0.553,11,23,0.478,32,38,0.842,117,43,82,0.524,36,64,0.563,7,18,0.389,31,42,0.738,124,240,8,35,43,8,20,28
4,BOS,2006-11-08,39,43,26,,CHA,W 110-108 (OT),265,26,8,4,25,36,19,11,4,18,29,265,39,86,0.453,32,69,0.464,7,17,0.412,25,31,0.806,110,33,84,0.393,32,80,0.4,1,4,0.25,41,52,0.788,108,265,8,35,43,11,32,43
5,BOS,2006-11-10,40,43,22,,UTA,L 100-107,240,22,8,9,15,22,30,7,7,12,25,240,40,80,0.5,34,65,0.523,6,15,0.4,14,25,0.56,100,42,79,0.532,36,65,0.554,6,14,0.429,17,25,0.68,107,240,9,34,43,6,34,40
6,BOS,2006-11-11,34,42,18,@,CLE,L 93-94,240,18,6,6,14,30,16,4,11,10,22,240,34,83,0.41,28,64,0.438,6,19,0.316,19,25,0.76,93,31,76,0.408,26,57,0.456,5,19,0.263,27,39,0.692,94,240,9,33,42,8,34,42
7,BOS,2006-11-13,31,34,22,,ORL,L 89-92,240,22,8,3,11,19,17,4,7,15,20,240,31,81,0.383,24,67,0.358,7,14,0.5,20,28,0.714,89,38,71,0.535,38,63,0.603,0,8,0,16,25,0.64,92,240,14,20,34,9,34,43
8,BOS,2006-11-15,45,53,24,,IND,W 114-88,240,24,10,7,18,22,20,9,12,19,21,240,45,90,0.5,37,77,0.481,8,13,0.615,16,23,0.696,114,31,81,0.383,25,67,0.373,6,14,0.429,20,24,0.833,88,240,13,40,53,6,27,33
9,BOS,2006-11-17,39,38,23,,POR,W 118-90,240,23,8,10,10,22,20,3,3,17,29,240,39,76,0.513,27,56,0.482,12,20,0.6,28,36,0.778,118,33,77,0.429,29,64,0.453,4,13,0.308,20,23,0.87,90,240,8,30,38,8,30,38
10,BOS,2006-11-18,33,47,15,@,NYK,W 122-118,240,15,5,6,14,32,19,8,3,11,37,240,33,77,0.429,27,55,0.491,6,22,0.273,50,63,0.794,122,34,86,0.395,26,65,0.4,8,21,0.381,42,50,0.84,118,240,13,34,47,14,32,46
11,BOS,2006-11-22,32,48,17,@,CHA,L 83-92,240,17,6,3,18,23,17,5,2,13,23,240,32,80,0.4,28,61,0.459,4,19,0.211,15,23,0.652,83,33,79,0.418,28,67,0.418,5,12,0.417,21,29,0.724,92,240,13,35,48,9,35,44
12,BOS,2006-11-24,29,30,16,,NYK,L 77-101,240,16,4,1,15,26,21,5,4,15,21,240,29,76,0.382,25,55,0.455,4,21,0.19,15,18,0.833,77,34,68,0.5,30,56,0.536,4,12,0.333,29,39,0.744,101,240,8,22,30,12,36,48
13,BOS,2006-11-25,39,39,22,@,MIL,W 111-98,240,22,3,4,13,19,22,6,2,13,26,240,39,72,0.542,34,59,0.576,5,13,0.385,28,34,0.824,111,37,76,0.487,30,62,0.484,7,14,0.5,17,22,0.773,98,240,10,29,39,8,25,33
14,BOS,2006-11-29,36,37,24,,NJN,L 103-106,240,24,7,11,14,20,26,9,2,11,19,240,36,74,0.486,26,55,0.473,10,19,0.526,21,26,0.808,103,36,75,0.48,32,64,0.5,4,11,0.364,30,33,0.909,106,240,9,28,37,11,29,40
15,BOS,2006-12-01,36,33,21,@,TOR,L 102-106,240,21,6,5,16,26,24,6,7,10,22,240,36,69,0.522,31,57,0.544,5,12,0.417,25,30,0.833,102,42,76,0.553,41,70,0.586,1,6,0.167,21,25,0.84,106,240,6,27,33,7,25,32
16,BOS,2006-12-04,29,39,15,@,CHI,L 82-100,240,15,8,7,19,29,23,11,4,17,28,240,29,72,0.403,28,64,0.438,1,8,0.125,23,32,0.719,82,37,79,0.468,33,61,0.541,4,18,0.222,22,29,0.759,100,240,10,29,39,12,34,46
17,BOS,2006-12-06,33,36,23,,MEM,L 96-98,240,23,7,5,20,28,17,10,4,12,21,240,33,69,0.478,25,50,0.5,8,19,0.421,22,24,0.917,96,28,68,0.412,25,59,0.424,3,9,0.333,39,42,0.929,98,240,10,26,36,9,21,30
